1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50
-891 392 -672 -188 -279 267 -765 -1 348 85 -595 -83 -1 426 150 -1 -462 -1 -1 124 477 -300 -378 -1 -1 -260 58 -1 -324 -1 -1 -1 -1 -1 102 -62 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-900 396 -679 -190 -282 -1 -1 -90 352 -1 -602 -84 -345 432 -1 204 -1 -1 -198 -1 486 -1 -385 51 -1 -265 -1 -396 -1 -1 -1 160 -40 -1 105 -1 -1 -1 -1 -140 -1 -1 -1 23 -1 -1 -1 -1 -4 -1
-909 400 -686 -192 -285 270 -1 -91 -1 86 -1 -85 -350 438 152 207 -1 -256 -201 -1 -1 -305 -392 -1 56 -270 -1 -1 -1 0 -126 -1 -41 -1 -1 -1 -1 -1 -1 -147 -1 51 -15 24 -1 -1 -1 -12 -1 -1
-918 404 -693 -194 -288 273 -774 -92 -1 87 -609 -86 -355 -1 154 210 -469 -260 -1 -1 495 -1 -399 -1 57 -1 -1 -405 -330 -1 -1 -1 -42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -16 -1 -1
-927 408 -700 -196 -291 276 -1 -93 356 88 -616 -87 -1 444 156 -1 -1 -1 -204 126 -1 -1 -406 -1 58 -1 -1 -1 -336 -1 -1 -1 -43 0 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -44 -1 -1 -1 -1
-936 412 -707 -198 -294 279 -783 -94 360 89 -623 -88 -360 450 158 213 -1 -264 -207 -1 -1 -310 -1 -1 59 -275 -1 -1 -1 0 -129 -1 -44 -1 108 -64 75 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -8 -1
-945 416 -714 -200 -297 282 -792 -95 -1 90 -630 -89 -365 456 -1 216 -476 -1 -210 128 504 -1 -413 -1 -1 -1 -1 -414 -1 -1 -132 -1 -1 0 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -20 -1 -1
-954 420 -721 -1 -300 285 -801 -1 364 91 -637 -1 -370 462 160 219 -1 -1 -213 130 -1 -315 -420 52 60 -280 -1 -1 -1 0 -1 164 -1 0 -1 -1 -1 140 0 -1 -1 -1 -16 -1 80 -1 -1 -1 -1 -1
-963 424 -728 -202 -303 -1 -810 -96 368 -1 -644 -90 -375 468 162 222 -483 -1 -1 132 -1 -320 -1 -1 -1 -285 -1 -1 -1 0 -1 -1 -1 0 111 -1 -1 -1 -1 -154 -1 54 -17 -1 -1 -1 -1 -1 -1 -1
-972 428 -735 -204 -306 -1 -819 -97 -1 92 -1 -91 -380 474 164 225 -490 -1 -1 134 513 -325 -427 53 -1 -1 -1 -1 -342 0 -135 168 -1 -1 -1 -1 -1 -1 0 -1 -1 57 -18 -1 88 -1 -99 -1 -12 -1
-981 432 -742 -206 -309 288 -828 -1 372 93 -1 -92 -385 480 166 -1 -1 -268 -1 -1 -1 -330 -434 54 61 -1 -1 -1 -348 0 -1 172 -45 -1 -1 -1 -1 -1 -1 -1 -1 -1 -19 -1 96 -48 -1 -1 -1 -1
-990 436 -749 -208 -312 291 -837 -98 376 94 -651 -93 -390 486 168 228 -1 -1 -216 136 522 -1 -441 55 -1 -290 -1 -423 -1 -1 -1 -1 -46 -1 114 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -52 -1 -1 -1 -1
-999 440 -756 -210 -315 294 -846 -99 -1 95 -658 -94 -395 492 170 231 -497 -272 -219 -1 -1 -335 -448 -1 -1 -295 -1 -432 -354 0 -1 -1 -1 -1 -1 -1 -1 147 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1008 444 -763 -212 -318 297 -855 -1 380 -1 -665 -95 -400 498 172 234 -504 -276 -222 -1 531 -340 -1 56 62 -1 59 -1 -1 -1 -138 -1 -47 -1 -1 -1 -1 -1 -1 -161 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1017 448 -770 -214 -321 300 -864 -100 384 96 -672 -1 -405 -1 174 -1 -511 -280 -225 -1 540 -345 -455 -1 -1 -1 60 -1 -1 0 -1 -1 -1 -1 117 -66 78 154 -1 -1 -1 -1 -20 -1 104 -1 -1 -1 -1 -1
-1026 452 -777 -216 -324 303 -873 -1 388 97 -679 -96 -410 -1 176 -1 -518 -1 -1 -1 -1 -1 -1 -1 63 -300 -1 -441 -1 0 -141 176 -1 -1 120 -1 81 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1035 456 -784 -218 -327 306 -882 -101 392 98 -686 -97 -415 504 178 237 -525 -284 -1 138 549 -1 -462 57 64 -305 -1 -450 -1 0 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 60 -1 -1 -1 -56 -1 -1 -1 -1
-1044 460 -791 -220 -330 309 -891 -102 396 99 -693 -98 -1 510 180 240 -532 -1 -228 -1 558 -350 -1 -1 65 -1 -1 -1 -360 0 -144 180 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1053 464 -798 -222 -333 312 -900 -103 400 100 -700 -1 -420 516 182 -1 -539 -288 -231 140 567 -1 -469 58 -1 -1 -1 -459 -1 -1 -1 184 -1 0 123 -1 -1 161 -1 -168 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1062 468 -805 -224 -336 315 -909 -104 -1 101 -707 -1 -425 522 -1 243 -546 -292 -1 142 576 -1 -476 -1 66 -310 -1 -1 -1 -1 -1 188 -48 -1 -1 -68 -1 -1 -1 -175 -1 -1 -1 -1 -1 -1 -108 -1 -1 -1
-1071 472 -812 -226 -339 318 -918 -105 404 -1 -714 -99 -430 528 -1 246 -553 -1 -234 144 585 -355 -1 -1 67 -315 61 -468 -366 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -182 -1 -1 -1 -1 -1 -1 -1 -1 -16 -1
-1080 476 -819 -228 -342 321 -927 -106 408 102 -721 -100 -1 534 184 249 -560 -296 -237 146 594 -360 -483 59 -1 -1 -1 -1 -372 -1 -147 192 -49 -1 126 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1089 480 -826 -230 -345 324 -1 -107 412 103 -728 -101 -435 -1 186 252 -1 -1 -240 148 -1 -365 -1 -1 -1 -1 62 -477 -1 0 -150 -1 -1 -1 129 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1098 484 -833 -232 -348 327 -936 -1 416 -1 -735 -102 -440 540 188 255 -567 -300 -1 150 -1 -1 -490 60 -1 -320 63 -486 -1 0 -153 -1 -50 -1 132 -70 -1 168 -1 -1 -1 -1 -1 25 -1 -1 -1 -1 -1 -1
-1107 488 -1 -1 -351 330 -1 -1 420 104 -1 -103 -445 -1 -1 -1 -574 -1 -243 152 603 -370 -497 -1 68 -1 -1 -1 -378 -1 -1 -1 -51 0 -1 -1 84 175 0 -1 -1 -1 -1 -1 -1 -60 -1 -1 -1 -1
-1116 492 -840 -234 -354 333 -1 -108 424 105 -742 -104 -450 546 190 258 -1 -304 -1 -1 612 -375 -504 -1 69 -1 -1 -1 -1 -1 -156 -1 -52 -1 -1 -1 -1 -1 -1 -189 -1 -1 -1 26 -1 -1 -1 -1 -1 -1
-1125 496 -847 -236 -357 336 -945 -1 428 106 -749 -1 -455 552 192 261 -581 -308 -246 154 621 -380 -511 61 70 -1 64 -1 -1 0 -1 -1 -53 -1 -1 -72 87 -1 -1 -1 -144 -1 -21 -1 112 -1 -1 -1 -1 -1
-1134 500 -854 -238 -360 339 -954 -109 -1 107 -1 -105 -460 -1 194 264 -1 -312 -249 156 -1 -1 -518 62 71 -325 -1 -1 -384 -1 -159 196 -1 0 -1 -74 -1 -1 -1 -196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1143 504 -861 -240 -363 342 -963 -110 432 108 -756 -1 -465 558 -1 267 -588 -316 -252 -1 -1 -1 -1 63 -1 -330 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 90 -1 -1 -203 -1 63 -22 -1 -1 -1 -1 -1 -1 -1
-1152 508 -868 -242 -366 345 -972 -111 436 109 -763 -1 -1 564 196 270 -595 -1 -255 158 -1 -385 -1 -1 72 -335 65 -495 -1 0 -1 -1 -54 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1161 512 -875 -244 -369 348 -981 -112 440 110 -770 -106 -1 570 198 273 -602 -1 -258 160 -1 -1 -1 -1 73 -340 -1 -1 -390 -1 -1 -1 -1 -1 135 -1 -1 -1 -1 -210 -1 -1 -1 -1 -1 -1 -117 -1 -1 -1
-1170 516 -882 -246 -372 351 -990 -113 444 -1 -1 -107 -470 -1 -1 276 -609 -1 -261 -1 -1 -1 -525 -1 -1 -1 66 -1 -396 -1 -1 -1 -1 -1 -1 -76 93 -1 -1 -1 -150 -1 -1 -1 -1 -1 -126 -1 -1 -1
-1179 520 -889 -248 -1 354 -999 -114 448 111 -777 -108 -1 576 200 279 -616 -320 -264 -1 630 -390 -1 -1 -1 -345 -1 -1 -1 -1 -1 200 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 27 -1 -1 -1 -1 -1 -1
-1188 524 -896 -250 -375 357 -1 -115 452 -1 -1 -109 -1 582 202 282 -1 -324 -267 -1 -1 -395 -532 -1 74 -1 67 -504 -402 -1 -1 204 -55 0 -1 -1 96 -1 -1 -1 -1 -1 -23 -1 120 -1 -1 -1 -1 -1
-1197 528 -903 -252 -378 360 -1008 -1 456 -1 -784 -110 -475 -1 204 285 -1 -1 -270 -1 -1 -1 -539 -1 75 -350 68 -1 -408 0 -1 -1 -1 -1 138 -1 -1 -1 -1 -1 -1 -1 -24 -1 -1 -1 -1 -1 -1 -1
-1206 532 -910 -254 -381 363 -1017 -116 460 -1 -1 -111 -480 588 206 288 -1 -1 -1 162 639 -1 -546 64 -1 -355 69 -513 -1 -1 -162 208 -1 -1 -1 -78 -1 -1 -1 -1 -1 66 -1 -1 -1 -1 -135 -1 -1 -1
-1215 536 -917 -256 -1 366 -1026 -117 -1 112 -791 -1 -485 594 208 291 -623 -328 -1 -1 -1 -400 -553 65 -1 -1 -1 -1 -1 0 -1 212 -56 0 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1224 540 -924 -258 -1 369 -1035 -118 464 113 -1 -112 -490 600 210 294 -630 -332 -273 164 648 -405 -1 -1 76 -1 -1 -1 -414 0 -1 216 -1 0 -1 -80 -1 -1 -1 -1 -156 -1 -1 -1 -1 -1 -1 -24 -1 -1
-1233 544 -931 -260 -384 372 -1044 -119 468 114 -1 -113 -1 606 -1 297 -1 -1 -276 166 657 -1 -1 66 -1 -1 70 -522 -1 -1 -1 220 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1242 548 -938 -262 -387 375 -1 -1 472 115 -798 -114 -495 612 212 300 -637 -336 -1 -1 666 -410 -1 67 -1 -360 71 -531 -1 -1 -165 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28 -1 -1 -1 -1 -1 -1
-1251 552 -945 -264 -390 378 -1053 -120 476 116 -1 -115 -500 618 214 303 -1 -1 -1 168 675 -415 -560 68 77 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -217 -1 -1 -1 29 -1 -1 -1 -1 -1 -1
-1260 556 -952 -266 -393 381 -1 -121 480 117 -805 -116 -505 -1 -1 306 -1 -340 -1 170 -1 -420 -567 -1 78 -365 -1 -540 -420 0 -168 -1 -1 0 -1 -82 -1 -1 -1 -1 -162 -1 -25 30 -1 -1 -1 -1 -1 -1
-1269 560 -959 -268 -396 384 -1062 -122 484 118 -812 -117 -510 -1 -1 -1 -1 -1 -279 172 684 -425 -1 69 79 -370 -1 -549 -1 0 -1 -1 -57 -1 -1 -1 -1 -1 0 -1 -1 69 -1 -1 -1 -1 -1 -1 -1 -1
-1278 564 -966 -270 -399 387 -1071 -123 488 119 -1 -118 -1 624 216 -1 -1 -344 -282 174 -1 -430 -574 -1 -1 -375 72 -1 -1 -1 -171 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 72 -1 -1 -1 -1 -1 -1 -1 -1
-1287 568 -973 -272 -402 390 -1080 -124 492 120 -819 -119 -515 630 218 309 -1 -348 -285 176 -1 -1 -1 -1 80 -380 73 -1 -426 0 -1 -1 -1 -1 -1 -1 -1 182 -1 -1 -1 -1 -26 -1 -1 -1 -1 -1 -1 -1
-1296 572 -980 -274 -405 393 -1089 -125 496 121 -826 -120 -520 636 220 312 -644 -1 -1 178 693 -435 -1 -1 81 -385 74 -558 -432 0 -1 -1 -1 -1 -1 -84 -1 -1 -1 -224 -1 -1 -1 -1 -1 -64 -1 -1 -1 -1
-1305 576 -987 -276 -1 -1 -1098 -126 500 122 -833 -1 -525 642 -1 315 -651 -352 -1 180 702 -1 -581 70 82 -390 -1 -567 -438 0 -1 224 -1 -1 141 -1 -1 189 -1 -1 -1 -1 -27 -1 128 -1 -1 -1 -1 -1
-1314 580 -994 -278 -408 396 -1107 -1 504 123 -840 -121 -530 -1 222 318 -658 -356 -288 -1 711 -440 -1 71 -1 -395 -1 -576 -1 -1 -174 -1 -1 -1 -1 -1 -1 196 0 -1 -1 75 -1 -1 -1 -1 -1 -1 -1 -1
-1323 584 -1001 -280 -1 399 -1116 -127 -1 -1 -1 -122 -535 -1 224 321 -665 -360 -1 -1 -1 -1 -588 72 83 -400 75 -585 -444 0 -177 -1 -58 0 -1 -1 -1 -1 -1 -231 -1 -1 -1 -1 -1 -68 -1 -1 -1 -1
-1332 588 -1008 -1 -411 -1 -1125 -128 508 124 -847 -123 -540 648 -1 -1 -672 -364 -1 182 720 -1 -595 -1 84 -405 76 -1 -1 0 -1 -1 -59 0 144 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1
-1341 592 -1015 -282 -1 402 -1134 -129 512 125 -854 -124 -545 654 -1 324 -679 -1 -1 -1 -1 -1 -602 -1 -1 -410 -1 -1 -1 -1 -180 -1 -1 -1 -1 -86 99 -1 -1 -238 -168 -1 -28 -1 -1 -1 -1 -1 -1 -1
-1350 -1 -1022 -284 -414 405 -1143 -130 516 -1 -1 -125 -550 660 226 -1 -686 -1 -291 184 729 -445 -1 -1 -1 -415 77 -594 -1 -1 -1 -1 -1 -1 147 -88 102 203 0 -245 -1 78 -1 -1 -1 -1 -1 -1 -1 -1
-1359 596 -1029 -286 -417 408 -1152 -1 520 126 -1 -126 -555 666 228 327 -693 -1 -1 186 738 -450 -609 -1 85 -420 78 -1 -450 -1 -1 228 -1 -1 -1 -1 -1 210 -1 -252 -1 81 -1 -1 -1 -1 -1 -1 -1 -1
-1368 600 -1 -288 -1 -1 -1161 -131 524 127 -861 -1 -560 -1 -1 330 -700 -368 -294 -1 -1 -1 -616 -1 86 -1 -1 -1 -1 0 -1 232 -1 -1 150 -1 -1 -1 -1 -259 -174 -1 -1 31 -1 -1 -1 -1 -1 -1
-1377 604 -1036 -290 -420 411 -1170 -132 528 128 -868 -1 -565 -1 -1 333 -1 -372 -1 188 747 -455 -1 73 -1 -425 79 -1 -456 -1 -1 236 -60 0 -1 -1 -1 217 -1 -1 -1 -1 -1 -1 -1 -1 -144 -1 -1 -1
-1386 608 -1043 -292 -423 414 -1179 -133 532 -1 -875 -127 -570 672 230 336 -707 -1 -297 -1 -1 -460 -1 74 -1 -1 -1 -603 -1 -1 -183 -1 -1 -1 -1 -1 -1 224 -1 -1 -1 -1 -1 -1 -1 -76 -153 -1 -1 -1
-1395 612 -1050 -294 -426 417 -1188 -134 536 129 -882 -128 -575 678 232 -1 -714 -376 -1 -1 756 -1 -1 -1 87 -1 80 -612 -1 -1 -1 -1 -61 -1 153 -90 105 231 -1 -1 -180 -1 -29 -1 -1 -1 -1 -1 -1 -1
-1404 616 -1057 -296 -429 420 -1197 -135 540 130 -889 -129 -580 684 234 339 -721 -380 -1 -1 765 -465 -1 75 88 -1 81 -1 -462 -1 -186 -1 -62 -1 156 -92 -1 238 0 -266 -1 84 -1 -1 -1 -1 -1 -1 -1 -1
-1413 620 -1 -298 -432 423 -1206 -136 544 131 -896 -130 -585 -1 236 342 -728 -1 -300 190 774 -470 -1 76 89 -1 82 -1 -1 0 -1 -1 -63 0 -1 -94 108 -1 -1 -273 -1 -1 -1 32 -1 -80 -1 -1 -1 -1
-1422 624 -1064 -300 -435 426 -1215 -137 548 132 -903 -1 -1 -1 238 345 -735 -384 -303 -1 -1 -475 -623 77 -1 -430 83 -621 -1 0 -189 240 -1 0 159 -1 111 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1431 -1 -1071 -302 -1 429 -1224 -138 552 133 -910 -1 -1 690 -1 348 -1 -388 -1 192 783 -1 -1 78 -1 -435 84 -1 -1 -1 -1 -1 -1 -1 -1 -96 114 -1 -1 -1 -1 87 -1 -1 -1 -1 -1 -1 -1 -1
-1440 628 -1078 -304 -438 432 -1233 -1 556 134 -917 -131 -590 696 240 351 -1 -392 -306 -1 -1 -1 -1 -1 -1 -1 85 -1 -468 0 -1 -1 -1 0 162 -98 -1 -1 -1 -1 -1 -1 -30 -1 -1 -1 -1 -1 -1 -1
-1449 632 -1085 -306 -441 435 -1 -1 560 135 -924 -132 -595 702 -1 354 -1 -1 -309 -1 792 -480 -630 79 90 -1 -1 -630 -1 0 -1 -1 -64 -1 -1 -1 -1 -1 -1 -1 -1 -1 -31 -1 136 -1 -162 -1 -1 -1
-1458 636 -1092 -1 -444 438 -1242 -139 564 -1 -931 -1 -1 -1 242 -1 -1 -1 -1 194 801 -485 -637 80 91 -440 -1 -1 -1 0 -1 244 -1 -1 165 -1 117 245 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1467 640 -1099 -308 -447 441 -1251 -140 568 136 -938 -1 -600 708 -1 357 -742 -396 -1 196 -1 -1 -1 -1 92 -445 -1 -1 -1 0 -1 248 -65 -1 168 -1 -1 -1 0 -1 -186 -1 -1 -1 -1 -1 -171 -1 -1 -1
-1476 644 -1106 -310 -450 444 -1260 -141 572 137 -1 -1 -605 714 -1 -1 -749 -400 -1 198 810 -490 -1 81 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -100 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -180 -1 -1 -1
-1485 -1 -1113 -312 -453 447 -1269 -142 576 138 -945 -133 -610 720 -1 360 -756 -404 -312 -1 819 -495 -1 82 93 -1 86 -1 -1 -1 -1 -1 -1 -1 -1 -1 120 -1 0 -1 -192 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1494 648 -1120 -314 -456 -1 -1278 -143 580 139 -952 -134 -1 726 244 363 -763 -408 -315 200 828 -1 -644 -1 -1 -450 -1 -1 -474 0 -192 -1 -1 -1 -1 -1 123 -1 0 -1 -198 -1 -1 -1 -1 -1 -189 -1 -1 -1
-1503 652 -1127 -316 -459 450 -1287 -1 584 140 -959 -1 -615 -1 246 366 -1 -412 -318 202 -1 -500 -1 83 -1 -1 -1 -1 -1 0 -195 252 -1 0 -1 -1 126 252 -1 -1 -204 90 -1 -1 -1 -1 -1 -1 -1 -1
-1512 656 -1134 -318 -462 453 -1296 -144 588 141 -966 -135 -620 732 248 -1 -770 -416 -1 204 -1 -505 -1 -1 -1 -455 87 -639 -480 -1 -1 256 -1 -1 -1 -102 -1 259 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1521 660 -1141 -320 -465 456 -1305 -145 592 142 -1 -136 -625 -1 250 369 -1 -420 -321 206 837 -510 -651 -1 94 -1 88 -1 -1 0 -198 -1 -66 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1530 664 -1148 -322 -468 459 -1314 -146 596 143 -973 -137 -630 738 252 -1 -777 -1 -324 208 846 -515 -658 84 95 -460 -1 -648 -486 0 -1 260 -1 -1 -1 -1 129 -1 -1 -1 -1 -1 -32 -1 144 -1 -1 -1 -1 -1
-1539 668 -1155 -324 -1 462 -1323 -147 -1 144 -980 -138 -635 744 254 372 -784 -424 -327 210 855 -520 -665 -1 -1 -465 89 -1 -492 -1 -1 -1 -67 -1 -1 -1 -1 -1 -1 -280 -1 -1 -1 -1 -1 -1 -198 -1 -1 -1
-1548 672 -1162 -326 -471 465 -1332 -148 600 145 -987 -139 -640 -1 -1 375 -791 -428 -1 212 864 -525 -1 -1 96 -470 90 -657 -1 0 -1 -1 -68 -1 171 -1 132 -1 -1 -287 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1557 676 -1169 -328 -474 468 -1341 -1 604 146 -994 -140 -1 750 -1 378 -798 -432 -1 -1 873 -530 -1 -1 97 -475 -1 -666 -498 0 -201 -1 -1 -1 174 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -207 -1 -1 -1
-1566 680 -1176 -330 -477 471 -1350 -149 608 147 -1001 -141 -645 756 -1 -1 -1 -436 -1 214 882 -1 -1 85 98 -1 91 -675 -504 0 -1 264 -1 0 177 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1575 684 -1183 -332 -480 474 -1359 -150 612 148 -1 -142 -1 -1 -1 381 -1 -1 -330 -1 891 -535 -1 -1 -1 -1 -1 -1 -1 -1 -204 -1 -1 -1 -1 -1 -1 266 -1 -1 -1 -1 -1 -1 -1 -84 -1 -1 -1 -1
-1584 688 -1190 -334 -483 477 -1368 -151 616 149 -1 -143 -1 762 256 -1 -805 -440 -333 216 900 -540 -672 -1 -1 -480 -1 -684 -1 -1 -1 -1 -69 -1 180 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -88 -1 -1 -1 -1
-1593 692 -1197 -1 -486 480 -1377 -152 -1 150 -1008 -144 -650 -1 -1 384 -812 -444 -336 -1 -1 -545 -1 -1 -1 -485 92 -693 -1 0 -1 -1 -70 0 183 -1 -1 273 0 -294 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1602 696 -1204 -336 -489 483 -1386 -153 620 151 -1015 -145 -655 768 258 387 -819 -448 -1 -1 -1 -1 -679 86 -1 -1 -1 -1 -510 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -33 -1 -1 -1 -1 -1 -1 -1
-1611 700 -1211 -338 -492 486 -1395 -154 624 152 -1022 -1 -660 774 260 390 -826 -452 -1 218 909 -550 -686 -1 -1 -490 -1 -1 -1 0 -1 -1 -1 -1 -1 -104 -1 280 -1 -301 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1620 704 -1218 -340 -495 489 -1404 -155 628 153 -1029 -146 -665 780 -1 393 -833 -456 -339 220 918 -1 -693 -1 -1 -1 -1 -702 -516 0 -1 268 -1 0 -1 -106 135 -1 -1 -308 -1 93 -1 -1 -1 -1 -1 -1 -1 -1
-1629 708 -1225 -342 -498 492 -1413 -156 632 154 -1036 -147 -670 786 262 396 -840 -1 -1 222 927 -555 -700 87 -1 -1 93 -711 -522 -1 -207 272 -71 -1 186 -1 138 -1 -1 -1 -1 -1 -34 -1 -1 -1 -1 -1 -1 -1
-1638 712 -1232 -344 -501 495 -1422 -157 636 155 -1043 -148 -675 792 -1 399 -1 -1 -342 224 936 -1 -707 -1 99 -495 94 -1 -1 0 -210 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 96 -35 -1 -1 -1 -1 -1 -1 -1
-1647 716 -1239 -346 -504 498 -1431 -158 640 156 -1050 -149 -680 798 264 402 -847 -1 -345 226 945 -560 -1 -1 -1 -500 -1 -720 -1 0 -213 -1 -1 -1 189 -1 -1 287 -1 -1 -1 -1 -36 -1 -1 -1 -1 -1 -20 -1
-1656 720 -1246 -348 -507 501 -1440 -159 -1 157 -1057 -150 -1 -1 -1 405 -854 -460 -1 -1 -1 -1 -714 -1 100 -505 95 -1 -528 -1 -216 -1 -72 0 -1 -1 141 -1 0 -315 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1665 724 -1253 -350 -510 504 -1449 -1 644 158 -1064 -151 -685 804 266 -1 -861 -464 -348 228 -1 -1 -1 -1 101 -1 96 -1 -1 -1 -219 -1 -1 -1 -1 -108 144 294 0 -1 -1 -1 -37 -1 -1 -1 -1 -1 -1 -1
-1674 728 -1260 -352 -513 507 -1458 -1 648 159 -1071 -152 -690 810 268 408 -868 -468 -351 230 954 -1 -721 88 102 -1 97 -1 -1 -1 -1 276 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -216 -1 -1 -1
-1683 732 -1267 -354 -516 510 -1467 -160 652 -1 -1 -153 -695 816 -1 411 -1 -472 -1 -1 -1 -565 -728 -1 103 -510 -1 -729 -1 0 -1 -1 -1 0 -1 -1 147 -1 -1 -1 -1 -1 -38 33 -1 -1 -1 -1 -1 -1
-1692 736 -1274 -356 -519 513 -1476 -161 656 160 -1078 -154 -1 822 270 414 -875 -1 -354 -1 963 -570 -735 -1 104 -515 98 -1 -534 -1 -1 -1 -1 0 192 -110 150 -1 -1 -322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1701 740 -1281 -358 -1 516 -1485 -162 660 161 -1085 -155 -1 828 272 417 -882 -476 -357 232 -1 -1 -742 89 -1 -1 99 -1 -540 0 -1 -1 -1 0 -1 -1 153 -1 -1 -1 -1 99 -1 -1 -1 -1 -1 -1 -1 -1
-1710 744 -1288 -360 -522 519 -1494 -163 664 162 -1092 -156 -1 834 274 420 -889 -480 -1 234 972 -1 -749 90 105 -1 100 -738 -1 -1 -222 -1 -73 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1719 748 -1295 -362 -1 522 -1503 -164 668 -1 -1099 -1 -700 840 -1 423 -1 -1 -360 236 981 -1 -1 91 106 -520 -1 -1 -546 0 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -210 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1728 752 -1302 -364 -525 525 -1512 -165 -1 163 -1 -1 -705 -1 276 -1 -896 -1 -1 238 990 -1 -756 92 -1 -1 101 -1 -1 -1 -225 280 -74 -1 -1 -112 -1 -1 0 -1 -1 -1 -1 34 -1 -1 -1 -1 -1 -1
-1737 756 -1309 -366 -528 528 -1521 -166 672 164 -1106 -157 -710 846 278 -1 -903 -484 -1 240 999 -575 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -75 0 -1 -114 -1 -1 -1 -1 -1 102 -1 -1 152 -1 -1 -1 -1 -1
-1746 760 -1316 -368 -531 531 -1530 -167 676 165 -1113 -158 -715 852 280 -1 -910 -488 -1 242 -1 -580 -1 93 -1 -1 -1 -1 -552 -1 -1 284 -76 -1 -1 -1 -1 -1 0 -329 -1 105 -39 -1 -1 -1 -1 -1 -1 -1
-1755 764 -1323 -370 -534 534 -1539 -168 680 166 -1 -159 -720 858 -1 -1 -917 -492 -363 244 1008 -1 -1 -1 107 -1 -1 -747 -558 -1 -228 -1 -1 0 -1 -1 -1 -1 -1 -1 -216 -1 -1 -1 160 -1 -1 -28 -1 -1
-1764 768 -1330 -372 -537 537 -1548 -169 684 -1 -1120 -160 -725 864 -1 426 -924 -496 -1 -1 -1 -1 -1 -1 -1 -525 102 -756 -1 0 -231 288 -1 0 -1 -116 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
