1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
-200 -350 147 441 48 336 235 -282 45 -322 414 -80 -315 -220 -301 44 -308 -287 -1 -320 -1 -38 39 0 222 -272 0 175 -1 -1 0 175 -1 -1 132 203 -1 -248 -1 0 155 174 -1 243 24 -135 -1 225 -1 116 120 -96 -1 120 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 -1 -1 -1 -1 63 144 0 16 -48 -1 -1 -1 -1 -1 -1 -1 117 -1 -88 -28 30 -1 -1 -1 -1 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-204 -357 150 450 49 343 240 -1 46 -329 423 -82 -322 -225 -308 45 -315 -1 0 -1 82 -39 -1 0 228 -280 0 180 40 -78 -1 180 -1 36 136 210 -1 -256 -1 0 160 -1 -1 252 -1 -140 0 234 243 120 126 -100 -1 125 -1 -1 -1 93 42 0 -1 -13 -1 -1 -1 20 -112 -1 -1 -1 0 17 -52 -1 -1 -1 0 -1 -1 -1 -1 -45 -1 -32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12 -1 -1 -1 -1 -1
-208 -364 153 459 50 350 245 -1 -1 -1 432 -84 -1 -230 -315 46 -322 -1 0 -1 84 -40 40 0 234 -1 -1 185 41 -80 0 185 315 37 140 217 144 -1 259 0 165 180 0 -1 25 -1 -1 243 252 -1 -1 -104 -1 -1 -1 19 -96 96 -1 -1 -180 -14 -1 -1 19 -1 -120 -1 66 153 -1 -1 -1 -1 0 -1 -1 56 -1 -1 -1 -54 -1 -1 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-212 -371 156 468 -1 357 250 -288 47 -336 -1 -86 -329 -235 -322 47 -329 -294 0 -1 -1 -41 41 -1 240 -288 0 190 42 -82 0 -1 -1 38 -1 -1 -1 -1 266 0 170 186 0 -1 26 -145 -1 -1 261 124 -1 -1 -88 -1 -1 -1 -1 -1 44 0 -1 -15 -1 -1 -1 21 -1 -1 -1 -1 -1 18 -1 -50 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-216 -378 159 477 51 364 255 -294 48 -343 441 -88 -336 -1 -329 48 -336 -301 0 -328 86 -1 42 -1 -1 -296 0 195 43 -84 0 190 324 39 144 224 -1 -264 273 0 175 -1 -1 261 -1 -1 0 -1 270 128 132 -1 -92 -1 -1 20 -1 99 46 -1 -1 -16 0 -1 20 22 -128 -1 -1 -1 -1 -1 -56 -55 -1 0 0 -1 -32 -1 -1 -1 -1 -1 -1 -15 -1 -1 -1 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-220 -385 162 486 52 371 260 -300 49 -350 -1 -90 -343 -240 -336 49 -343 -308 0 -336 -1 -42 43 0 246 -304 0 -1 -1 -86 0 195 333 40 148 -1 148 -1 280 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -108 -1 -1 -1 -1 -100 -1 -1 0 -1 -17 -1 -1 21 -1 -1 33 -1 162 -1 19 -1 -1 -1 0 -1 -1 -36 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-224 -392 165 495 53 378 265 -306 50 -357 450 -92 -350 -245 -343 50 -1 -315 0 -344 -1 -43 -1 -1 252 -312 0 200 44 -88 -1 200 342 41 -1 231 -1 -272 -1 0 180 -1 -1 -1 27 -150 -1 -1 -1 -1 -1 -112 -96 130 -1 21 -1 102 -1 0 -1 -1 -1 -1 -1 23 -136 36 -1 -1 -1 -1 -1 -60 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-228 -399 168 504 54 385 270 -312 51 -364 459 -94 -357 -250 -1 51 -350 -322 0 -352 -1 -44 -1 0 258 -1 -1 -1 45 -90 0 -1 351 42 152 238 -1 -280 -1 -1 -1 -1 0 -1 28 -1 0 252 -1 132 -1 -1 -1 135 0 -1 -1 105 48 0 -189 -1 -1 -1 -1 24 -144 -1 69 171 0 -1 -60 -1 0 -1 -1 60 -1 -1 126 -1 -96 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 27 -1 -1 -1 -1
-232 -406 171 513 55 392 275 -318 52 -371 -1 -96 -364 -255 -1 52 -1 -1 0 -360 88 -45 44 0 -1 -320 0 -1 46 -92 -1 -1 360 -1 156 -1 152 -288 287 0 185 192 0 -1 29 -155 -1 261 -1 136 138 -116 -100 -1 0 -1 -1 -1 -1 0 -1 -18 -1 -1 -1 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-236 -413 174 522 56 399 280 -324 53 -378 468 -98 -371 -260 -350 53 -357 -329 0 -368 90 -46 45 0 264 -1 0 205 47 -94 -1 205 -1 43 -1 -1 156 -296 294 0 190 -1 -1 270 30 -160 -1 270 279 140 -1 -1 -1 -1 -1 -1 -104 -1 -1 0 -198 -1 -1 23 -1 26 -152 -1 -1 180 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -36 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-240 -420 177 531 57 406 285 -330 54 -1 477 -1 -378 -265 -357 54 -364 -336 0 -1 -1 -47 -1 0 270 -328 0 210 48 -96 0 210 369 44 -1 245 160 -304 301 -1 -1 -1 -1 -1 -1 -165 -1 -1 -1 144 -1 -120 -1 140 -1 22 -1 -1 50 0 -1 -1 0 24 22 -1 -160 -1 -1 189 0 -1 -1 -65 0 0 0 -1 -1 -1 -1 -63 -1 -40 -1 -20 -1 -1 40 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1
-244 -427 180 540 58 413 290 -336 -1 -1 486 -100 -385 -270 -364 55 -1 -343 0 -376 92 -48 46 0 276 -336 -1 215 -1 -1 0 215 378 -1 160 252 164 -1 308 0 -1 -1 -1 279 31 -1 0 -1 288 148 -1 -124 -1 145 -1 23 -108 -1 -1 -1 -207 -19 -1 -1 -1 27 -1 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -40 -1 -1 -1 -1 -44 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-248 -434 183 549 59 420 295 -342 55 -385 495 -102 -392 -275 -371 -1 -371 -350 0 -384 94 -49 47 0 -1 -344 0 -1 49 -98 -1 220 -1 45 164 259 -1 -1 -1 -1 195 -1 0 -1 -1 -170 0 -1 297 152 -1 -1 -1 -1 -1 -1 -112 108 52 -1 -216 -20 0 -1 -1 28 -1 -1 -1 198 -1 -1 -1 -1 -1 -1 0 -1 -1 -96 -1 -72 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-252 -441 186 558 60 427 300 -348 56 -392 504 -104 -399 -280 -378 -1 -378 -357 0 -392 96 -1 48 0 282 -1 -1 -1 50 -100 -1 225 387 46 168 266 168 -312 315 -1 -1 198 -1 -1 -1 -175 -1 279 306 -1 -1 -1 -104 -1 0 -1 -1 -1 54 -1 -225 -1 -1 -1 -1 29 -1 -1 -1 -1 -1 -1 -1 -1 0 0 -1 -1 -1 -104 -1 -81 -1 -1 -1 -1 -1 -1 -1 21 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-256 -448 189 567 61 -1 305 -354 57 -1 513 -1 -406 -1 -385 56 -385 -364 0 -400 98 -50 49 -1 288 -352 0 -1 51 -1 0 230 396 47 172 273 -1 -1 322 0 -1 204 -1 288 -1 -180 -1 -1 -1 156 144 -128 -108 -1 0 -1 -116 111 -1 -1 -234 -1 -1 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -44 -112 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-260 -455 192 576 62 434 310 -360 58 -399 522 -106 -413 -285 -392 57 -392 -371 0 -1 100 -51 50 0 294 -1 0 220 52 -102 -1 235 405 48 176 -1 172 -320 329 -1 200 -1 -1 297 32 -1 0 -1 -1 160 -1 -1 -1 150 -1 24 -120 -1 -1 -1 -243 -1 -1 -1 -1 -1 -1 42 72 207 -1 -1 -64 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -48 -1 -1 81 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-264 -462 195 585 63 441 315 -366 59 -406 531 -108 -420 -290 -399 58 -399 -378 0 -408 102 -52 -1 0 300 -360 0 225 53 -104 0 240 414 -1 180 280 176 -328 -1 0 205 210 0 306 33 -185 0 288 -1 164 -1 -1 -112 155 0 -1 -124 114 56 -1 -252 -21 0 -1 23 30 -1 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 64 -1 -1 -1 -1 -1 -1 40 -25 -1 -1 -1 -1 -1 -1 -1 15 -1 -1 -1 -1 -1 -1
-268 -469 198 594 64 448 320 -1 60 -413 540 -1 -427 -295 -406 59 -1 -385 0 -416 104 -53 51 0 306 -368 0 -1 54 -1 0 245 -1 49 -1 287 -1 -1 336 0 -1 216 -1 315 34 -190 -1 297 315 168 -1 -132 -1 -1 0 -1 -1 -1 58 0 -1 -22 -1 26 24 31 -168 -1 75 -1 -1 -1 -1 -70 -1 -1 -1 -1 -48 -1 -1 -1 -1 -1 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-272 -476 201 603 65 455 325 -372 61 -1 549 -110 -434 -300 -1 60 -1 -392 0 -424 106 -54 -1 0 -1 -376 0 230 55 -106 0 -1 -1 -1 -1 294 -1 -1 343 0 -1 222 0 324 35 -195 0 306 324 172 -1 -136 -116 -1 0 -1 -1 -1 -1 -1 -261 -1 -1 27 -1 -1 -176 48 -1 -1 -1 -1 -1 -75 -1 -1 0 -1 -1 -1 -1 -90 -104 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-276 -483 204 612 66 462 330 -378 62 -420 558 -112 -441 -305 -1 61 -406 -399 0 -432 108 -55 -1 0 312 -384 0 235 56 -1 0 -1 423 -1 184 -1 -1 -336 -1 0 -1 228 -1 333 36 -200 -1 -1 333 176 150 -140 -120 160 -1 25 -128 -1 -1 -1 -270 -23 0 -1 -1 -1 -1 -1 -1 -1 -1 20 -68 -80 -1 -1 -1 -1 -1 -120 -1 -1 -112 -1 50 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-280 -490 207 621 67 469 335 -384 63 -427 567 -1 -448 -310 -413 62 -1 -406 0 -440 110 -56 -1 0 318 -392 0 240 57 -1 0 -1 432 50 188 -1 -1 -344 350 -1 -1 -1 -1 -1 -1 -205 -1 -1 -1 -1 156 -1 -1 -1 -1 26 -132 -1 -1 -1 -279 -1 0 28 -1 -1 -184 -1 -1 -1 0 21 -1 -1 0 -1 -1 -1 -1 -1 135 -99 -1 -52 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-284 -497 210 630 68 476 340 -390 64 -1 -1 -1 -455 -315 -420 63 -413 -413 -1 -448 112 -57 52 0 324 -400 0 245 -1 -108 -1 250 441 -1 192 301 180 -352 357 -1 -1 234 0 -1 -1 -1 0 315 342 180 162 -1 -1 -1 -1 -1 -136 -1 -1 -1 -288 -1 0 -1 -1 -1 -192 51 -1 -1 -1 22 -72 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 2 -1 -1 -1 -1
-288 -504 213 639 69 483 -1 -396 65 -1 576 -114 -462 -320 -427 -1 -420 -1 0 -456 114 -58 53 -1 330 -408 0 250 58 -110 0 255 450 51 -1 308 184 -360 364 0 -1 240 0 342 37 -1 0 -1 351 184 -1 -1 -124 -1 -1 27 -1 117 -1 -1 -297 -1 -1 -1 25 -1 -1 -1 -1 216 -1 -1 -76 -1 -1 -1 -1 -1 -1 -1 144 -1 -120 -1 -1 -1 -1 -1 -1 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-292 -511 216 648 70 490 345 -402 66 -434 585 -116 -469 -325 -434 -1 -427 -420 0 -464 116 -59 -1 0 336 -416 0 255 59 -112 0 260 -1 -1 196 -1 -1 -1 371 0 210 -1 0 -1 38 -1 -1 -1 360 -1 -1 -1 -1 165 0 -1 -1 -1 60 -1 -1 -1 0 29 26 -1 -1 -1 -1 -1 -1 23 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -24 -1 -1 -1 -1 0 -1 15 -1 -1 -1 -1 -1
-296 -518 219 657 71 497 350 -408 67 -441 594 -118 -476 -330 -441 64 -434 -427 0 -472 -1 -60 -1 -1 342 -1 0 260 60 -114 -1 265 459 -1 -1 315 -1 -368 378 0 215 246 0 351 39 -210 -1 -1 -1 -1 -1 -144 -128 -1 -1 -1 -140 -1 62 0 -1 -1 -1 -1 -1 32 -200 54 -1 -1 -1 24 -80 -1 -1 -1 -1 -1 -1 -1 -1 -108 -1 -1 -1 -30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5
-300 -525 222 666 -1 504 355 -414 68 -448 603 -120 -483 -335 -448 65 -441 -434 -1 -480 118 -61 54 0 -1 -424 0 265 61 -116 0 270 468 -1 200 322 -1 -376 385 -1 220 252 0 360 40 -1 -1 -1 369 188 -1 -148 -1 -1 0 -1 -1 120 -1 0 -306 -1 -1 -1 27 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 18 18 -1 -1 -1 -1 -1
-304 -532 225 675 72 511 360 -420 69 -455 612 -122 -490 -340 -455 66 -448 -441 0 -488 -1 -62 55 0 -1 -432 0 270 62 -118 0 275 -1 52 204 329 188 -1 392 -1 225 -1 0 -1 41 -215 -1 324 -1 192 168 -152 -132 170 0 28 -1 123 -1 -1 -1 -1 -1 -1 28 -1 -1 57 -1 -1 -1 25 -1 -85 -1 0 0 -1 -52 -1 -1 -1 -1 -1 -1 -1 -1 -1 48 -1 -1 -1 -1 -1 21 -1 -1 3 -1 -1
-308 -539 228 684 73 518 365 -426 70 -462 621 -124 -497 -1 -462 67 -455 -448 -1 -496 120 -63 56 0 348 -440 0 275 63 -1 -1 -1 -1 53 -1 -1 192 -1 399 0 -1 258 0 369 -1 -1 0 -1 378 196 174 -156 -1 -1 0 29 -1 -1 -1 -1 -1 -24 -1 -1 29 34 -1 -1 -1 225 0 -1 -84 -1 -1 -1 -1 68 -1 -1 -1 -1 -1 -1 -1 -35 -1 -1 -1 -1 -1 -20 -1 21 -1 -1 -1 1 -1 -1
-312 -546 231 693 74 525 370 -432 71 -469 630 -126 -1 -345 -469 -1 -1 -455 -1 -504 -1 -64 -1 0 354 -448 -1 280 64 -1 -1 280 477 54 -1 336 196 -384 406 0 -1 -1 0 -1 42 -1 -1 -1 387 200 180 -1 -1 175 -1 30 -1 -1 -1 -1 -1 -1 0 30 30 35 -1 60 -1 234 0 26 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -56 55 -1 90 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-316 -553 234 702 75 532 -1 -438 72 -476 639 -1 -504 -350 -476 68 -462 -462 -1 -512 -1 -65 57 0 360 -456 0 285 -1 -120 0 -1 486 55 208 343 200 -392 413 -1 230 264 -1 378 43 -1 -1 333 396 204 -1 -1 -136 180 -1 -1 -1 -1 64 -1 -315 -25 0 -1 -1 -1 -1 63 -1 -1 0 -1 -1 -1 -1 -1 0 72 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 56 27 -1 -24 -1 -1 -1 -1 -1 -1 -1 -1
-320 -560 237 711 76 539 375 -444 73 -483 648 -128 -511 -355 -483 69 -469 -469 0 -520 122 -66 58 0 -1 -464 -1 290 65 -122 0 285 -1 56 -1 350 204 -400 420 0 235 270 0 -1 44 -220 0 -1 -1 208 -1 -1 -1 185 -1 31 -1 -1 66 0 -324 -26 0 31 -1 -1 -1 66 -1 -1 -1 -1 -88 -1 -1 0 -1 -1 -1 -1 -1 -1 -128 -1 -1 -1 -1 -1 64 -1 -1 -28 -1 -1 -1 -1 -1 -1 -1 -1
-324 -567 240 720 77 546 380 -450 74 -490 657 -130 -518 -360 -490 70 -1 -476 0 -528 124 -67 -1 -1 366 -472 0 295 66 -124 0 290 495 57 212 -1 208 -408 427 0 240 -1 0 387 45 -225 0 342 -1 -1 -1 -160 -140 190 0 -1 -144 -1 -1 0 -1 -27 0 -1 31 -1 -1 -1 78 243 -1 -1 -1 -1 0 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -30 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-328 -574 243 729 78 -1 385 -456 75 -497 666 -132 -525 -1 -1 -1 -476 -1 0 -1 126 -68 59 0 372 -480 0 300 67 -126 0 -1 -1 58 216 357 212 -1 -1 0 245 276 -1 -1 46 -230 0 351 -1 -1 -1 -1 -1 -1 0 -1 -148 126 68 -1 -1 -1 0 -1 -1 36 -208 69 81 -1 -1 -1 -1 -1 -1 -1 0 76 -56 -1 -1 -117 -136 -60 -1 -1 99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-332 -581 246 738 -1 553 390 -462 76 -504 675 -134 -532 -365 -497 71 -1 -483 0 -536 -1 -69 60 -1 -1 -488 0 305 -1 -128 -1 -1 -1 59 220 -1 -1 -416 434 0 -1 282 0 396 47 -1 0 360 -1 -1 186 -164 -144 -1 -1 32 -1 129 70 -1 -1 -28 -1 32 -1 -1 -1 -1 -1 252 -1 27 -92 -1 0 0 -1 -1 -1 -1 -1 -126 -1 -64 -1 -40 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-336 -588 249 747 79 560 395 -468 77 -511 -1 -136 -539 -370 -504 72 -483 -490 0 -544 128 -1 61 -1 378 -496 -1 310 68 -130 -1 295 504 60 224 364 -1 -424 -1 0 250 288 -1 405 48 -1 0 -1 -1 212 192 -1 -148 -1 0 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 84 261 0 -1 -1 -1 -1 -1 -1 -1 -1 -128 153 -135 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-340 -595 252 756 80 567 400 -474 78 -518 684 -138 -546 -375 -511 73 -490 -497 0 -552 130 -70 62 0 384 -1 0 315 69 -132 -1 300 -1 -1 228 371 -1 -432 441 0 255 -1 -1 414 -1 -235 0 369 -1 -1 -1 -168 -1 -1 0 -1 -1 -1 -1 0 -333 -1 -1 -1 32 -1 -1 -1 -1 270 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -144 -1 -1 -1 108 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-344 -602 255 765 -1 574 405 -480 79 -525 693 -140 -553 -380 -1 74 -1 -504 0 -560 132 -71 63 0 390 -504 0 320 70 -1 -1 305 513 -1 232 378 -1 -440 -1 -1 -1 294 0 423 49 -240 -1 -1 -1 216 198 -1 -152 195 -1 34 -1 -1 -1 -1 -1 -1 -1 33 -1 37 -1 -1 87 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 162 -1 -1 -1 -1 -1 -1 -1 -1 30 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
-348 -609 258 774 81 -1 410 -486 80 -532 702 -142 -560 -385 -518 -1 -1 -511 0 -1 -1 -72 64 0 396 -512 -1 -1 71 -1 -1 310 522 61 236 -1 216 -1 448 0 260 -1 -1 432 -1 -245 0 378 405 220 204 -172 -156 -1 -1 35 -1 132 72 0 -1 -29 0 34 -1 38 -216 72 -1 -1 0 28 -1 -1 -1 -1 -1 -1 -60 -1 -1 -1 -1 -1 -1 -45 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-352 -1 261 783 82 581 415 -492 81 -539 711 -144 -567 -1 -525 -1 -497 -518 0 -568 134 -73 -1 0 402 -520 -1 -1 -1 -134 0 315 531 -1 -1 -1 220 -448 455 0 -1 -1 0 441 -1 -1 0 -1 -1 224 -1 -1 -160 -1 0 36 -1 -1 74 0 -342 -30 -1 -1 -1 -1 -1 -1 -1 279 0 -1 -1 -1 0 -1 0 -1 -64 -136 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-356 -616 264 792 83 588 420 -498 82 -546 720 -146 -1 -390 -532 -1 -504 -525 0 -576 136 -74 65 0 408 -528 0 325 -1 -136 -1 -1 540 62 240 385 224 -456 462 -1 265 300 0 450 50 -1 0 387 -1 228 -1 -1 -1 200 0 -1 -1 135 76 0 -1 -1 0 35 -1 -1 -1 75 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -68 -144 171 -1 -152 -1 -1 -50 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-360 -623 267 801 84 595 425 -504 83 -553 729 -148 -1 -395 -539 75 -511 -532 0 -1 -1 -1 66 0 414 -536 0 330 72 -1 0 -1 549 63 -1 392 228 -464 469 0 270 -1 0 459 -1 -1 0 396 -1 -1 210 -176 -164 205 0 -1 -1 -1 -1 0 -351 -31 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -96 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-364 -630 270 810 85 602 430 -510 84 -560 -1 -150 -574 -400 -546 76 -518 -539 0 -1 138 -1 67 0 420 -544 0 -1 -1 -138 0 320 558 64 244 -1 232 -472 476 0 -1 306 0 468 51 -1 -1 405 414 232 -1 -180 -168 -1 -1 -1 -1 138 78 0 -1 -1 0 -1 33 -1 -1 78 -1 -1 -1 -1 -100 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -55 -1 -1 -1 -1 -1 -1 -1 -1 24 -1 -1 -1 -1 -1
-368 -637 273 819 86 609 435 -516 85 -567 738 -152 -581 -405 -553 77 -525 -546 0 -584 140 -75 68 0 426 -1 0 335 73 -140 0 325 567 65 248 -1 236 -1 483 -1 275 -1 0 477 52 -250 0 -1 423 236 -1 -1 -1 210 -1 -1 -152 141 80 -1 -1 -32 -1 -1 34 39 -1 -1 90 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -152 -1 -1 -1 -68 60 -1 -1 -1 72 -1 -1 -1 -1 -1 -1 -1 12 -1 -1 -1
-372 -644 276 828 87 616 440 -522 -1 -574 747 -154 -588 -410 -560 78 -532 -553 0 -592 -1 -76 69 0 -1 -552 0 340 74 -142 0 330 576 66 252 399 240 -1 490 -1 -1 -1 0 -1 53 -1 0 -1 -1 240 -1 -184 -1 -1 -1 37 -1 -1 -1 -1 -1 -33 -1 -1 -1 -1 -224 -1 93 -1 -1 -1 -1 -1 -1 0 0 -1 -72 -1 -1 -1 -1 -1 65 -1 117 -1 -1 -1 -1 -32 -1 -1 -1 -1 -1 -1 -1 -1
-376 -651 279 837 88 623 445 -528 86 -581 756 -156 -595 -415 -567 79 -1 -560 0 -1 142 -1 70 0 432 -560 0 345 75 -1 0 335 -1 67 256 -1 -1 -480 -1 0 280 312 0 -1 -1 -255 0 -1 -1 244 -1 -1 -172 -1 -1 -1 -1 144 -1 -1 -360 -34 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -160 -1 -1 -1 -1 -1 -1 33 0 -1 -1 -1 27 -1 -1 -1 -1 -1
-380 -658 282 846 89 630 450 -534 87 -588 765 -158 -602 -420 -574 80 -539 -567 0 -600 144 -77 71 0 438 -568 0 350 76 -144 -1 -1 -1 68 260 -1 244 -1 -1 0 -1 318 0 486 -1 -1 -1 414 -1 -1 -1 -188 -1 215 -1 -1 -156 -1 -1 -1 -1 -1 -1 -1 35 40 -232 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -160 180 -1 -1 -1 70 -1 -1 -1 80 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-384 -665 285 855 90 -1 455 -540 88 -595 -1 -160 -609 -1 -581 -1 -546 -574 0 -608 -1 -78 72 0 444 -576 0 -1 -1 -146 -1 340 585 -1 -1 406 248 -488 497 -1 -1 -1 0 495 54 -260 -1 423 432 -1 -1 -1 -1 -1 0 38 -160 -1 -1 0 -369 -35 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -104 -1 0 0 0 -1 -1 -1 189 -1 -1 -1 75 -1 126 -1 -1 -1 0 -1 0 -1 -1 -1 -1 -1 -1 -1
-388 -672 288 864 91 637 460 -546 89 -602 -1 -162 -616 -425 -588 81 -553 -1 0 -616 146 -1 73 0 450 -1 0 355 77 -148 0 345 594 69 264 -1 252 -1 -1 -1 285 -1 0 504 -1 -265 0 -1 441 -1 -1 -192 -176 220 0 -1 -1 -1 -1 0 -378 -1 0 -1 -1 -1 -240 81 -1 -1 -1 -1 -1 -1 -1 -1 -1 80 -76 -168 -1 -1 -1 -1 80 -60 -1 -1 -1 -1 -1 -1 -1 24 -1 4 -1 -1 -1 -1
-392 -679 291 873 92 644 465 -552 90 -609 774 -164 -1 -1 -595 82 -560 -581 0 -1 -1 -79 74 0 456 -584 0 360 78 -150 0 -1 603 70 -1 -1 256 -1 -1 -1 -1 324 0 513 55 -1 -1 -1 -1 248 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -36 0 -1 -1 -1 -1 -1 -1 -1 -1 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-396 -686 294 882 93 651 470 -558 91 -616 783 -166 -623 -430 -602 83 -567 -588 0 -624 148 -80 75 0 462 -592 0 -1 79 -152 0 350 612 -1 -1 -1 260 -1 -1 0 -1 -1 0 -1 -1 -270 0 432 450 252 -1 -196 -180 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 84 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -80 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-400 -693 297 891 94 658 475 -564 92 -623 792 -168 -1 -1 -609 84 -574 -595 -1 -632 -1 -1 76 0 468 -600 0 -1 80 -154 0 -1 621 71 -1 413 264 -1 -1 0 290 -1 0 522 -1 -1 -1 441 -1 -1 216 -200 -184 -1 0 -1 -1 -1 -1 0 -387 -1 -1 -1 36 -1 -1 87 -1 288 -1 -1 -1 -90 -1 -1 0 -1 -84 -176 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -36 -1 -1 -1 -1 -1 -1 -1 -1
