1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150
441 435 1296 1152 423 1136 -568 -423 -973 -1096 0 -1 -931 1197 1170 650 -798 -1 -375 889 -1 -768 -1089 -127 -1 -861 -1 1089 720 -812 -1 -1 -1 0 595 -1 690 -424 -1062 -686 -1044 684 -1 -945 -1 -768 -1 -303 800 288 470 -204 294 -1 -1 -1 -720 -1 -1 -1 -602 -819 0 -1 -1 -623 588 435 -166 0 -1 -536 -1 -1 -1 -1 -1 -204 -72 450 -1 -1 0 -1 512 -1 -1 -1 240 558 0 -1 -1 0 -1 -1 -432 -1 -1 -96 -308 -1 -1 -1 -1 -301 -215 -114 -1 -160 -1 -1 -1 -1 -1 -1 224 -1 -1 -1 140 -1 288 -1 -1 -1 -1 -1 -1 108 -1 -112 -1 -1 171 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
444 438 1305 1160 426 1144 -1 -426 -980 -1104 0 798 -938 1206 1179 655 -804 -1152 -378 896 248 -774 -1098 -128 129 -1 -840 -1 726 -819 -351 798 -861 0 600 -944 696 -428 -1071 -1 -1 -1 -735 -954 206 -776 -1 -306 808 -1 -1 -206 297 -1 -546 -1 -728 -704 -1 0 -1 -828 0 -1 -1 -630 595 -1 -1 0 -160 -1 -1 -1 -560 -1 -360 -1 -73 456 -1 -1 0 -1 -1 -666 -1 -1 244 567 -1 -270 -275 0 -1 0 -441 468 -357 -1 -315 -1 -212 -1 -1 -1 -220 -1 450 -164 -1 -1 -1 -1 -1 -1 231 -264 -1 145 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -56 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
447 441 1314 1168 429 1152 -572 -429 -987 -1112 0 804 -945 1215 1188 -1 -810 -1161 -381 903 250 -780 -1107 -129 -1 -868 -847 1098 732 -826 -354 805 -868 0 605 -1 702 -432 -1080 -693 -1053 -1 -742 -1 -1 -784 -1 -309 816 291 475 -208 300 -87 -1 -450 -736 -1 -1 -1 -1 -837 0 168 -1 -1 -1 440 -168 -1 -1 -544 -648 -1 -1 -142 -365 -207 -74 462 284 -365 0 490 -1 -1 -567 -1 -1 -1 0 -1 -1 -1 -1 0 -450 477 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 124 -1 342 -1 -1 -1 -1 -272 -1 -1 -1 -1 -1 -1 -1 -1 22 -1 -136 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
450 444 1323 1176 432 1160 -576 -432 -994 -1120 0 810 -952 1224 -1 660 -816 -1170 -384 910 252 -786 -1116 -130 130 -875 -854 1107 738 -833 -357 812 -875 0 610 -952 -1 -436 -1089 -1 -1 690 -749 -963 -1 -792 -600 -312 824 294 480 -210 303 -1 -552 -1 -1 -1 368 -1 -609 -846 -1 -1 -1 -637 602 445 -1 -1 -1 -552 -1 -608 -568 -1 -1 -1 -1 -1 -1 -370 0 -1 520 -1 -1 -1 -1 576 -1 -275 -280 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 369 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -272 150 -1 -1 -1 -48 -1 -1 23 -1 -1 -1 -1 -1 -1 -1 -1 -64 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
453 447 1332 1184 435 1168 -580 -435 -1001 -1128 0 816 -959 1233 1197 665 -822 -1179 -387 917 254 -792 -1 -131 131 -882 -1 1116 744 -840 -360 819 -882 0 615 -960 708 -440 -1098 -700 -1062 696 -756 -1 208 -1 -606 -315 832 297 -1 -212 306 -88 -558 -1 -1 -712 372 0 -616 -855 0 -1 -1 -644 609 450 -170 0 -162 -560 -1 -1 -576 -144 -370 -1 -1 468 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 0 -1 486 -364 -1 -1 -1 -216 -1 -1 -1 -1 -1 459 -168 -1 -1 351 -1 -1 -1 238 -280 -1 -1 -1 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -119 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12 -1
456 450 1341 1192 438 1176 -584 -438 -1008 -1136 0 822 -966 1242 -1 670 -828 -1188 -390 924 256 -798 -1125 -132 -1 -889 -861 1125 750 -847 -363 826 -889 -1 -1 -968 714 -444 -1107 -707 -1 -1 -763 -972 210 -800 -1 -318 840 -1 -1 -214 309 -89 -1 -455 -1 -720 376 0 -623 -864 -1 -1 -1 -1 616 -1 -172 0 -1 -568 -656 -616 -584 -1 -375 -1 -75 -1 288 -1 0 497 -1 -675 -576 -1 248 -1 0 -280 -285 -1 -1 0 -1 -1 -1 -1 -1 385 -220 132 -1 -1 -1 -117 -1 -1 -1 276 -1 259 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 60 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 70 -1 -1 -1 -1 -1 -1 -1 -1 -36 -1 -1 -1 -1
459 453 1350 1200 441 1184 -1 -441 -1015 -1144 0 828 -973 1251 1206 675 -834 -1197 -393 931 258 -804 -1134 -133 -1 -896 -868 1134 756 -854 -366 833 -896 0 620 -976 -1 -448 -1116 -714 -1071 702 -770 -1 212 -808 -612 -321 848 300 485 -1 312 -90 -1 -1 -744 -728 380 0 -630 -873 -1 -1 -1 -1 623 -1 -174 0 -164 -1 -1 -624 -1 -1 -380 -210 -1 -1 -1 -375 -1 504 528 -684 -1 -228 252 -1 -1 -1 -1 0 -1 0 -1 -1 -371 -1 -1 -1 -224 135 -1 -308 -1 -1 -1 -1 128 -1 -1 266 -1 -50 -1 -1 -1 -1 -1 -1 -1 -1 62 -1 -1 -1 -1 -1 -1 -1 76 -1 180 -1 -1 -1 -1 -1 -1 -1 -63 -1 -1 -1 -24 -1 -1 -1
462 456 1359 1208 444 1192 -588 -444 -1022 -1152 0 834 -980 1260 1215 -1 -840 -1206 -396 938 260 -810 -1143 -134 -1 -903 -875 1143 -1 -861 -369 840 -903 0 625 -984 720 -452 -1125 -721 -1 -1 -777 -1 214 -1 -618 -324 856 303 -1 -216 315 -91 -1 -460 -752 -1 -1 -1 -637 -1 0 170 -1 -651 630 455 -1 0 -1 -576 -664 -632 -592 -146 -1 -213 -1 -1 292 -380 -1 511 -1 -1 -585 -1 -1 585 -1 -285 -290 0 -1 -1 -1 -1 -378 -1 -1 -1 -1 138 378 -1 -1 -1 -1 -1 -1 282 -1 273 -1 -1 245 -1 -1 155 145 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -112 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
465 459 1368 1216 447 1200 -592 -1 -1029 -1160 0 840 -987 1269 1224 680 -846 -1215 -399 945 262 -816 -1152 -135 132 -1 -882 1152 -1 -868 -372 847 -910 0 630 -992 726 -1 -1 -728 -1080 708 -1 -981 216 -1 -624 -1 864 306 490 -1 318 -92 -564 -1 -760 -736 -1 0 -1 -1 0 172 172 -658 637 -1 -176 -1 -166 -1 -1 -640 -600 -1 -1 -216 -1 -1 -1 -1 0 -1 -1 -1 -594 -232 -1 -1 -1 -1 -295 0 -1 0 -1 -1 -385 -98 -1 -1 -1 -1 -1 -1 -1 -120 468 -1 132 288 -1 -1 -1 -52 -1 -1 -1 -1 -1 -1 -1 -1 -1 -96 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
468 462 1377 1224 -1 1208 -596 -1 -1036 -1168 0 846 -994 1278 1233 685 -852 -1224 -402 952 264 -822 -1161 -136 133 -910 -889 1161 762 -875 -375 -1 -917 0 635 -1000 732 -456 -1134 -735 -1089 714 -784 -1 -1 -816 -1 -327 872 309 -1 -218 321 -93 -570 -465 -768 -744 384 0 -644 -882 0 -1 174 -665 644 460 -178 -1 -168 -584 -1 -648 -1 -1 -385 -219 -1 -1 296 -385 0 518 -1 -693 -1 -236 -1 -1 0 -1 -300 -1 -212 0 -1 -1 -1 -1 -1 392 -228 -1 -1 -315 -225 -1 -1 -1 -1 -1 -1 280 -1 -1 -1 -1 -1 -1 -1 -1 297 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -72 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
471 465 1386 1232 450 1216 -600 -447 -1043 -1176 0 852 -1001 1287 1242 690 -858 -1233 -405 959 266 -828 -1 -137 -1 -917 -896 1170 768 -882 -378 854 -1 0 640 -1008 738 -460 -1 -742 -1 720 -791 -990 218 -1 -1 -330 880 312 -1 -220 324 -94 -1 -470 -776 -1 388 0 -651 -1 -1 174 176 -672 651 465 -1 0 -170 -1 -672 -1 -1 -1 -390 -1 -76 -1 300 -1 0 525 536 -702 -603 -1 256 594 0 -290 -1 0 -1 0 -459 -1 -392 -1 -1 -1 -232 -1 -1 -1 -230 -123 -1 -1 -1 294 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -144 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
474 468 1395 1240 453 1224 -604 -450 -1050 -1184 0 858 -1008 -1 1251 695 -864 -1242 -408 966 268 -834 -1170 -138 134 -924 -903 1179 -1 -1 -381 861 -924 0 645 -1 744 -464 -1 -1 -1 726 -798 -999 220 -824 -1 -333 888 315 495 -222 327 -1 -1 -475 -1 -752 -1 -1 -658 -1 0 176 -1 -1 658 470 -1 0 -172 -1 -680 -656 -1 -148 -1 -1 -77 -1 304 -390 -1 -1 -1 -711 -1 -240 260 -1 0 -1 -1 -1 -1 -1 -1 -1 -399 -1 -1 -1 -1 -1 -1 -322 -235 -1 477 -1 -1 -1 -1 -1 -1 -54 -1 -1 -1 -1 -1 -1 -1 -50 -1 -1 -1 -1 -1 -1 -198 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
477 471 1404 1248 456 1232 -608 -453 -1057 -1 -1 864 -1015 1296 1260 700 -870 -1251 -411 973 270 -840 -1179 -139 135 -931 -910 1188 774 -889 -1 -1 -931 0 650 -1016 750 -1 -1 -749 -1098 -1 -805 -1008 -1 -832 -630 -336 -1 318 500 -1 330 -1 -576 -1 -1 -1 -1 0 -1 -1 0 178 178 -1 665 -1 -180 -1 -174 -1 -1 -664 -1 -1 -395 -1 -78 -1 308 -1 0 532 -1 -720 -1 -1 -1 603 0 -295 -1 0 -216 0 -468 495 -1 -100 -322 -1 -1 -1 387 -1 -1 -126 -1 -172 -1 -1 360 -1 -1 -56 -1 -1 -280 -1 -1 22 -1 -1 -1 -100 -1 -1 -1 114 -1 -1 -1 -1 -1 -1 -1 -1 -120 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
480 474 1413 1256 459 1240 -612 -456 -1064 -1192 0 870 -1022 1305 1269 705 -876 -1 -414 980 -1 -846 -1188 -140 -1 -1 -917 1197 780 -896 -384 -1 -938 -1 -1 -1024 756 -468 -1143 -1 -1 732 -1 -1 222 -840 -1 -339 896 -1 505 -224 333 -95 -582 -480 -784 -760 -1 -1 -665 -891 -1 -1 -1 -679 -1 475 -182 0 -1 -1 -1 -672 -608 -1 -400 -1 -1 -1 -1 -1 0 539 544 -1 -612 -1 264 612 -1 -1 -1 -1 -1 -1 -1 -1 -406 -1 -329 -1 -1 -1 -1 -1 -240 -1 -1 -1 136 -1 -1 -1 -84 -1 -1 -1 -1 -1 -1 -1 306 -1 -1 -1 24 -1 -1 -1 -1 -1 80 -1 189 -80 -1 -1 -1 -1 -1 -1 -1 64 -1 -1 -1 -1 -1 -1
483 477 1422 1264 462 1248 -616 -459 -1071 -1200 0 876 -1 1314 1278 710 -882 -1260 -417 987 272 -1 -1197 -141 136 -1 -924 1206 786 -1 -387 868 -945 -1 655 -1032 762 -472 -1152 -756 -1107 -1 -1 -1017 224 -848 -636 -342 904 321 510 -1 336 -96 -1 -485 -1 -768 -1 0 -672 -900 0 180 180 -1 -1 -1 -184 0 -1 -1 -1 -1 -1 -150 -405 -222 -79 474 312 -395 0 -1 552 -729 -621 -1 268 621 -1 -1 -1 -1 -1 -1 -477 504 -413 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 369 287 -1 -1 252 -1 -1 160 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 198 -1 75 108 -1 -1 -1 -1 -1 -1 -49 -1 -1 -1 -1 -1
486 480 1431 1272 465 1256 -620 -462 -1078 -1208 0 882 -1029 1323 1287 -1 -888 -1269 -420 994 274 -852 -1206 -142 137 -938 -931 1215 792 -1 -390 875 -952 0 660 -1040 -1 -476 -1161 -763 -1116 738 -812 -1 226 -856 -642 -345 912 324 -1 -1 -1 -97 -1 -490 -792 -1 -1 -1 -1 -1 -1 182 -1 -1 672 480 -186 0 -176 -592 -688 -680 -616 -1 -1 -1 -1 480 316 -400 -1 -1 560 -738 -1 -1 -1 630 -1 -1 -305 -1 -220 -1 -1 -1 -1 -102 -1 399 -1 141 396 -1 -245 -1 486 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 23 -1 -1 -1 -1 -1 -1 -1 120 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
489 483 1440 1280 468 1264 -624 -465 -1085 -1216 -1 888 -1036 1332 -1 -1 -894 -1 -1 1001 276 -858 -1215 -143 138 -945 -938 -1 798 -903 -1 882 -959 0 665 -1048 768 -480 -1170 -770 -1125 -1 -1 -1026 228 -864 -648 -348 -1 327 515 -1 339 -98 -588 -1 -1 -1 392 0 -1 -1 0 -1 182 -686 -1 -1 -188 -1 -178 -600 -696 -1 -1 -152 -1 -225 -80 -1 -1 -1 -1 -1 568 -1 -1 -244 -1 -1 -1 -300 -1 -1 -224 0 -1 -1 -1 -1 -1 406 -236 -1 -1 -1 -250 -1 495 -1 -1 300 -1 -1 -86 -1 -1 -1 -1 -1 150 -1 -1 -1 64 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
492 486 1449 1288 471 -1 -628 -468 -1092 -1224 0 894 -1043 1341 1296 715 -900 -1278 -423 1008 278 -864 -1224 -144 -1 -952 -945 1224 804 -910 -393 -1 -966 0 670 -1056 774 -484 -1179 -777 -1134 -1 -819 -1035 230 -872 -654 -351 920 330 520 -226 -1 -99 -594 -1 -1 -776 396 0 -1 -1 -1 184 184 -1 679 485 -1 0 -180 -1 -704 -688 -624 -154 -410 -1 -1 486 320 -405 -1 -1 -1 -747 -630 -1 -1 -1 -1 -1 -310 -1 -1 -1 -1 -1 -1 -104 -336 413 -1 -1 -1 -1 -1 -129 -1 -1 140 -1 -1 294 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 66 -1 -1 -1 -1 -1 -1 -1 84 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
495 489 1458 1296 474 1272 -632 -471 -1099 -1232 0 900 -1050 1350 1305 720 -906 -1287 -426 1015 280 -870 -1233 -1 139 -959 -952 1233 810 -917 -396 889 -973 0 675 -1064 780 -1 -1 -784 -1 744 -1 -1044 -1 -880 -1 -354 928 333 -1 -1 342 -100 -600 -495 -800 -1 400 -1 -1 -1 0 186 186 -693 -1 490 -1 0 -182 -608 -1 -696 -1 -1 -415 -1 -81 -1 324 -1 0 -1 576 -1 -1 -248 272 639 0 -1 -315 -1 -1 -1 -1 -1 -420 -1 -1 -1 -240 144 -1 -1 -1 -132 -1 -176 144 -1 -1 -1 -1 -58 -1 -1 -1 -1 155 24 315 -52 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -88 -1 -1 -1 -1 -1 -1 -1 -1 -56 -1 -1 -1 -1 -1
498 492 1467 1304 477 1280 -636 -474 -1106 -1240 0 906 -1057 1359 1314 -1 -912 -1296 -429 1022 282 -876 -1242 -145 140 -966 -959 1242 -1 -924 -399 896 -980 0 680 -1072 786 -488 -1188 -791 -1143 750 -1 -1053 232 -888 -1 -357 936 336 525 -1 345 -101 -606 -1 -1 -1 -1 0 -679 -1 0 -1 -1 -700 686 -1 -190 0 -1 -616 -712 -1 -1 -156 -420 -1 -82 -1 328 -410 -1 -1 -1 -756 -1 -1 -1 -1 0 -305 -320 -1 -228 -1 -1 -1 -1 -1 -1 -1 -1 -1 405 -1 -1 -1 -1 -1 148 -1 -1 -1 -1 -1 259 -1 -1 165 -1 -1 324 -54 -1 -1 -1 -1 -1 -1 -207 -1 -1 -85 207 -1 -1 -1 -1 -1 49 -1 -1 -1 -1 -1 -1 -1 -1 -1
501 495 1476 1312 480 1288 -640 -477 -1113 -1248 0 912 -1064 1368 1323 725 -918 -1305 -432 1029 284 -882 -1251 -146 141 -973 -966 1251 816 -931 -402 -1 -987 0 685 -1080 792 -492 -1197 -798 -1152 756 -826 -1062 234 -896 -660 -360 944 339 530 -1 348 -1 -612 -500 -808 -1 404 -1 -686 -1 -1 188 188 -707 693 -1 -1 -1 -1 -624 -720 -704 -1 -158 -1 -228 -83 492 332 -1 0 546 -1 -765 -639 -1 -1 -1 0 -310 -325 -1 -232 -1 -1 -1 -1 -1 -1 -1 -1 147 414 -1 -1 -135 -1 -1 -1 306 378 -1 -1 -60 -1 -1 -288 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -126 -1 -1 -1 -96 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
504 498 1485 1320 483 1296 -644 -480 -1120 -1256 0 918 -1071 1377 1332 730 -924 -1314 -435 1036 286 -888 -1260 -147 142 -980 -973 1260 822 -938 -405 903 -994 0 690 -1 798 -1 -1206 -805 -1161 762 -1 -1071 236 -1 -1 -363 952 342 535 -228 351 -1 -618 -505 -816 -1 -1 0 -1 -1 0 -1 -1 -714 -1 -1 -1 -1 -1 -632 -1 -1 -1 -160 -1 -1 -1 498 336 -415 -1 -1 -1 -1 -648 -1 -1 -1 -1 -1 -330 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -88 -62 266 -288 -1 -1 -1 -1 333 -1 -1 -1 25 0 -152 126 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -45 -1 -1 -1 -1
507 501 1494 1328 486 -1 -648 -483 -1127 -1264 0 924 -1078 1386 1341 735 -930 -1323 -438 1043 288 -1 -1269 -1 143 -1 -980 1269 828 -945 -1 910 -1001 0 695 -1088 -1 -496 -1 -1 -1170 768 -833 -1080 238 -904 -666 -366 960 -1 540 -230 -1 -102 -1 -510 -824 -784 -1 0 -693 -1 -1 -1 190 -1 700 -1 -192 0 -184 -640 -728 -1 -632 -162 -1 -231 -1 -1 340 -1 -1 553 -1 -1 -657 -1 -1 -1 -1 -315 -335 -1 -236 -1 -486 -1 -427 -106 -1 420 -1 150 -1 -1 -1 -1 504 -1 -1 312 387 -1 -90 -1 -1 -296 -296 170 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
510 504 1503 1336 489 1304 -652 -486 -1134 -1272 0 930 -1085 1395 1350 740 -936 -1332 -441 1050 290 -894 -1 -148 144 -987 -987 1278 834 -1 -408 917 -1008 0 700 -1 804 -500 -1215 -812 -1 -1 -840 -1 240 -912 -672 -369 968 345 -1 -1 -1 -103 -1 -515 -832 -792 -1 0 -700 -909 0 190 -1 -721 707 -1 -194 0 -186 -1 -1 -1 -640 -1 -1 -1 -84 -1 344 -1 -1 560 -1 -774 -1 -1 -1 -1 -1 -1 -340 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 423 -1 -1 -1 513 -1 152 -1 -1 -1 -92 -1 273 -304 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1
513 507 1512 1344 492 1312 -656 -489 -1141 -1280 0 936 -1092 1404 1359 -1 -1 -1341 -444 1057 292 -900 -1 -1 145 -994 -1 1287 840 -952 -411 -1 -1 0 705 -1096 810 -504 -1224 -819 -1 774 -847 -1 -1 -1 -678 -1 976 348 545 -1 354 -104 -1 -520 -1 -800 408 -1 -1 -1 0 192 -1 -728 714 -1 -196 -1 -1 -648 -1 -712 -648 -164 -1 -234 -1 504 -1 -1 -1 567 584 -783 -1 -252 -1 648 0 -1 -345 -1 -1 0 -1 -1 -1 -1 -1 -1 -244 153 -1 -329 -1 -138 522 -1 -1 -1 -1 -1 -1 -1 280 -312 -304 -1 160 -1 -1 -1 -1 -104 -1 -1 -1 -1 -1 -133 -1 -1 -1 -1 -1 -1 -1 -1 56 -1 -1 -1 -1 -1 -1 -1 -1 -1
516 510 1521 1352 495 1320 -1 -492 -1148 -1288 0 942 -1099 1413 1368 745 -1 -1350 -447 1064 294 -1 -1278 -149 146 -1001 -1 1296 846 -959 -414 924 -1015 0 -1 -1 -1 -1 -1233 -826 -1179 780 -854 -1 242 -920 -684 -372 984 -1 550 -232 357 -1 -1 -1 -840 -808 -1 0 -1 -1 -1 194 192 -1 721 495 -1 0 -1 -1 -736 -720 -656 -166 -1 -237 -1 510 348 -1 -1 -1 -1 -792 -666 -1 276 -1 0 -1 -1 -1 -240 0 -1 513 -1 -108 -343 -1 -1 -1 432 -336 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 165 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -90 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
519 513 1530 1360 498 1328 -660 -495 -1155 -1296 0 948 -1106 1422 1377 750 -942 -1359 -450 -1 296 -906 -1287 -150 -1 -1008 -994 1305 -1 -966 -417 931 -1022 -1 710 -1 -1 -508 -1242 -833 -1188 -1 -861 -1089 244 -1 -690 -375 992 351 555 -234 -1 -105 -1 -1 -1 -816 412 -1 -1 -1 0 196 -1 -735 -1 500 -1 -1 -1 -656 -744 -1 -664 -1 -425 -1 -1 -1 -1 -420 0 -1 592 -801 -1 -256 -1 657 -1 -320 -1 -1 -1 -1 -495 -1 -434 -1 -1 -1 -248 156 441 -1 -1 -1 531 -1 -1 -1 -1 -1 -1 -64 -1 -1 -1 175 170 26 -1 -1 -1 -1 -1 0 -1 132 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
522 516 1539 1368 501 1336 -664 -498 -1162 -1304 0 954 -1113 1431 1386 755 -948 -1368 -453 1071 -1 -912 -1 -151 147 -1 -1001 -1 -1 -973 -420 938 -1029 0 715 -1104 816 -512 -1251 -840 -1197 786 -1 -1098 -1 -928 -696 -1 1000 -1 560 -1 -1 -106 -624 -525 -1 -824 416 0 -1 -1 0 -1 194 -742 -1 -1 -198 0 -1 -664 -1 -728 -672 -1 -430 -240 -1 -1 352 -425 -1 -1 600 -810 -675 -1 280 666 0 -325 -350 -1 -244 -1 -1 -1 -1 -1 -1 427 -1 -1 -1 -1 -1 -1 -1 -1 156 318 -1 301 -1 -66 -1 -320 -312 -1 -1 -1 -1 -1 -1 -1 -1 -1 -160 -1 -1 -1 88 -1 -1 -1 -1 -1 -128 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
525 519 1548 1376 504 1344 -668 -501 -1169 -1312 0 960 -1120 1440 1395 760 -954 -1377 -456 1078 298 -1 -1296 -152 148 -1015 -1008 1314 852 -980 -423 -1 -1036 0 -1 -1112 -1 -516 -1 -847 -1 792 -868 -1107 246 -936 -702 -1 1008 354 565 -236 360 -107 -630 -530 -848 -832 420 0 -1 -1 -1 198 196 -1 728 505 -1 0 -1 -672 -752 -736 -680 -1 -1 -1 -85 516 -1 -1 -1 -1 608 -819 -1 -1 284 675 -1 -1 -1 0 -1 -1 -1 -1 -441 -110 -1 -1 -252 159 -1 -343 -255 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 180 -1 -1 342 -56 -1 -1 -1 -1 -168 -1 -216 -1 -1 -1 -1 -1 -1 -1 -136 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
528 522 1557 1384 507 1352 -672 -504 -1176 -1320 0 966 -1127 1449 1404 765 -960 -1386 -459 1085 300 -1 -1 -153 -1 -1 -1015 1323 858 -987 -426 945 -1043 0 720 -1120 822 -520 -1 -854 -1206 -1 -875 -1116 248 -944 -708 -378 1016 357 570 -238 363 -1 -636 -1 -1 -1 424 0 -707 -918 -1 200 -1 -1 -1 510 -1 0 -1 -680 -760 -744 -1 -1 -1 -1 -86 522 -1 -1 -1 574 616 -1 -684 -1 288 -1 -1 -1 -1 -1 -1 0 -504 522 -448 -1 -1 434 -1 162 -1 -1 -1 -1 540 -180 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 27 -1 -58 -1 -1 -1 -1 -1 -1 -1 -1 -1 -95 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
531 525 1566 1392 510 1360 -676 -507 -1183 -1328 0 972 -1134 -1 1413 770 -966 -1395 -462 1092 302 -918 -1305 -154 149 -1022 -1022 1332 864 -994 -429 952 -1 -1 725 -1128 828 -524 -1260 -861 -1215 798 -882 -1125 250 -952 -714 -1 1024 360 -1 -1 366 -1 -642 -535 -856 -1 -1 -1 -714 -927 0 202 -1 -1 -1 515 -1 -1 -1 -688 -768 -752 -688 -1 -1 -1 -1 528 356 -1 -1 581 -1 -828 -693 -1 292 -1 -1 -330 -1 -1 -1 -1 -513 -1 -1 -1 -1 -1 -1 -1 450 -350 -260 -1 -1 -1 -1 -1 396 -1 -1 -68 -1 -328 -1 185 -1 28 -1 -1 -1 -1 -1 -1 -1 138 -225 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
534 528 1575 1400 513 1368 -680 -510 -1190 -1336 0 978 -1141 1458 1422 775 -972 -1 -1 1099 304 -924 -1314 -155 150 -1029 -1029 1341 870 -1001 -1 959 -1 -1 730 -1136 834 -528 -1269 -868 -1224 804 -889 -1 252 -1 -720 -381 1032 363 575 -240 369 -108 -1 -540 -864 -840 428 0 -721 -936 0 -1 198 -749 735 -1 -1 -1 -1 -696 -776 -760 -696 -1 -1 -1 -1 -1 -1 -1 -1 588 -1 -1 -1 -1 296 -1 0 -1 -1 -1 -248 -1 -522 531 -455 -112 -350 -1 -1 -1 -1 -357 -1 -141 549 -184 -1 -1 -1 -1 -94 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 80 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
