1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1014 501 -1127 -894 -870 -262 -1 875 384 826 -1 -1 -550 -1 873 602 -340 -1 63 -1 544 -1 -1 -1 -1 180 -1 -1 -1 -1
1020 504 -1134 -900 -1 -264 -690 882 387 833 -1 -756 -555 714 882 609 -344 204 -1 213 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1026 507 -1141 -906 -876 -266 -695 -1 390 -1 595 -1 -560 721 -1 -1 -348 -1 -1 -1 -1 -423 -1 -1 -1 -1 -1 38 -1 -1
1032 510 -1148 -912 -882 -268 -700 889 393 840 600 -1 -1 728 891 -1 -1 207 64 216 -1 -1 -360 -1 -23 -1 -1 -1 -1 -1
1038 513 -1155 -918 -1 -1 -1 896 396 847 605 -763 -1 735 900 616 -352 -1 -1 -1 -1 -432 -368 -160 -1 -1 -1 -1 -1 -1
1044 516 -1162 -924 -1 -270 -705 903 399 854 610 -770 -1 -1 -1 623 -1 210 -1 219 -1 -1 -1 -164 -1 -1 -1 -1 -1 -1
1050 519 -1 -930 -888 -272 -710 910 402 861 615 -1 -1 -1 909 630 -356 -1 65 -1 -1 -1 -1 -1 -24 -1 -1 -1 -1 -1
1056 522 -1169 -936 -894 -274 -715 917 405 -1 -1 -1 -565 -1 918 -1 -360 -1 -1 -1 552 -1 -376 -1 -25 -1 -1 -1 -1 -1
1062 525 -1176 -942 -900 -276 -720 924 -1 -1 620 -777 -570 742 927 637 -364 213 -1 -1 -1 -1 -1 -1 -1 189 -1 40 -1 -1
1068 528 -1183 -1 -906 -278 -725 -1 408 868 625 -1 -575 749 936 -1 -1 216 -1 -1 -1 -1 -384 -168 -1 -1 -1 -1 -1 -1
1074 531 -1190 -948 -912 -280 -730 931 -1 875 630 -784 -580 -1 -1 -1 -368 219 -1 222 -1 -1 -392 -172 -1 -1 -1 -1 -1 -1
1080 534 -1197 -954 -918 -282 -735 938 411 -1 635 -791 -1 756 -1 644 -372 -1 -1 -1 560 -1 -1 -1 -1 -1 -1 42 -1 -1
1086 537 -1204 -1 -924 -284 -1 945 414 882 640 -1 -585 -1 -1 -1 -1 222 66 -1 568 -1 -1 -1 -1 -1 -1 -1 -1 -1
1092 540 -1211 -960 -930 -286 -740 952 417 889 645 -798 -590 763 -1 651 -1 -1 67 -1 -1 -441 -1 -176 -1 -1 -1 -1 -1 -1
1098 543 -1218 -966 -936 -288 -745 959 420 -1 650 -1 -1 770 945 658 -376 -1 68 -1 -1 -1 -1 -1 -26 -1 -1 44 -1 -1
1104 546 -1225 -972 -942 -1 -750 -1 423 -1 655 -805 -595 -1 954 -1 -380 -1 69 -1 -1 -1 -1 -1 -27 -1 -1 -1 -1 -1
1110 549 -1232 -978 -948 -1 -755 966 426 896 660 -1 -1 777 -1 -1 -384 -1 -1 -1 576 -1 -1 -1 -1 -1 -1 46 -1 -1
1116 552 -1239 -984 -954 -290 -760 973 429 903 -1 -812 -600 784 963 665 -1 -1 -1 -1 -1 -1 -400 -180 -1 -1 -1 -1 -1 -1
1122 555 -1246 -990 -960 -292 -765 980 432 910 665 -1 -1 -1 -1 -1 -1 225 70 225 -1 -450 -1 -1 -1 -1 -1 -1 -1 -1
1128 558 -1253 -996 -966 -1 -1 987 435 917 670 -819 -605 791 972 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1134 561 -1260 -1002 -972 -294 -770 994 438 -1 675 -826 -1 798 -1 -1 -388 228 71 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1140 564 -1267 -1008 -1 -296 -775 1001 441 924 680 -1 -610 -1 -1 672 -1 231 72 -1 -1 -1 -1 -184 -1 -1 -1 -1 -1 -1
1146 567 -1274 -1014 -978 -298 -780 1008 -1 931 685 -833 -1 805 981 -1 -392 234 -1 228 -1 -459 -1 -1 -1 -1 -1 -1 -1 -1
1152 -1 -1281 -1020 -984 -300 -785 1015 444 -1 -1 -840 -615 -1 990 -1 -396 237 -1 231 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1158 570 -1288 -1026 -1 -302 -790 -1 447 938 690 -1 -620 812 999 679 -400 240 73 234 584 -1 -1 -1 -1 -1 -1 -1 -1 -1
1164 573 -1295 -1032 -990 -304 -795 1022 450 945 -1 -847 -625 819 1008 -1 -404 243 -1 237 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1170 576 -1 -1038 -996 -306 -800 1029 -1 952 695 -854 -1 826 1017 -1 -408 -1 -1 -1 -1 -1 -408 -188 -1 -1 -75 48 -1 -1
1176 579 -1302 -1044 -1002 -308 -805 1036 453 -1 700 -861 -1 833 1026 686 -1 -1 -1 240 592 -1 -1 -192 -1 -1 -1 50 -1 -1
1182 582 -1309 -1050 -1 -310 -810 1043 456 959 -1 -868 -630 840 1035 693 -412 -1 -1 -1 -1 -1 -1 -196 -28 -1 -1 -1 -9 -1
1188 585 -1316 -1056 -1008 -312 -815 -1 459 966 -1 -1 -1 -1 1044 -1 -1 -1 -1 243 -1 -1 -1 -1 -29 198 -78 -1 -1 -1
1194 588 -1323 -1062 -1014 -314 -820 1050 -1 -1 705 -875 -635 847 1053 700 -1 246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1200 591 -1330 -1068 -1020 -316 -1 1057 462 973 710 -882 -640 -1 -1 707 -1 -1 -1 -1 600 -1 -1 -1 -1 -1 -1 -1 -1 -1
1206 594 -1337 -1074 -1026 -318 -1 1064 465 980 -1 -1 -645 854 -1 -1 -416 -1 -1 -1 -1 -1 -416 -200 -30 207 -1 -1 -1 -1
1212 597 -1344 -1080 -1032 -320 -825 1071 -1 987 -1 -1 -1 -1 -1 714 -1 -1 74 246 -1 -1 -1 -204 -1 -1 -1 -1 -1 -1
1218 600 -1351 -1086 -1038 -1 -1 1078 468 994 -1 -889 -650 -1 1062 721 -420 -1 75 -1 -1 -1 -424 -1 -1 -1 -1 -1 -1 -1
1224 603 -1358 -1092 -1044 -322 -830 1085 471 1001 715 -1 -655 861 -1 728 -1 -1 -1 -1 608 -1 -1 -208 -1 -1 -1 -1 -1 -1
1230 606 -1 -1098 -1050 -324 -1 1092 474 1008 720 -1 -1 868 1071 735 -424 -1 76 249 616 -468 -1 -1 -31 -1 -1 -1 -1 -1
1236 609 -1365 -1104 -1 -326 -835 1099 477 1015 -1 -896 -1 -1 -1 742 -1 249 77 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1242 612 -1 -1110 -1 -328 -840 1106 -1 -1 -1 -1 -660 -1 1080 -1 -428 -1 -1 252 -1 -1 -432 -1 -1 -1 -1 -1 -10 -1
1248 615 -1372 -1116 -1056 -330 -1 1113 480 1022 725 -903 -1 -1 1089 -1 -1 -1 78 -1 624 -1 -1 -1 -1 -1 -81 52 -1 -1
1254 618 -1 -1122 -1062 -332 -845 1120 483 1029 730 -1 -1 875 1098 749 -1 -1 -1 -1 -1 -1 -440 -1 -1 -1 -1 -1 -1 -1
1260 621 -1379 -1128 -1068 -334 -850 1127 -1 1036 735 -910 -665 -1 1107 756 -1 -1 79 255 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1266 624 -1386 -1134 -1074 -336 -855 1134 486 -1 740 -917 -1 -1 1116 -1 -1 -1 80 258 -1 -477 -448 -1 -1 -1 -1 -1 -1 -1
1272 627 -1393 -1140 -1080 -338 -860 1141 -1 -1 745 -1 -670 882 1125 763 -1 252 -1 261 -1 -1 -456 -1 -1 216 -1 -1 -11 -1
1278 630 -1400 -1146 -1086 -340 -865 1148 489 1043 -1 -924 -675 889 1134 -1 -432 -1 81 -1 632 -1 -1 -1 -32 225 -1 -1 -1 -1
1284 -1 -1407 -1152 -1092 -342 -870 -1 492 1050 -1 -931 -1 896 1143 -1 -436 255 82 -1 640 -1 -1 -1 -1 -1 -1 -1 -1 -1
1290 633 -1414 -1 -1098 -344 -875 1155 -1 1057 -1 -938 -1 903 -1 -1 -1 258 83 -1 -1 -1 -1 -1 -1 -1 -84 -1 -1 -1
1296 636 -1421 -1 -1104 -1 -880 1162 495 1064 -1 -945 -680 910 -1 770 -440 -1 -1 -1 -1 -1 -1 -1 -33 -1 -1 -1 -1 -1
1302 639 -1428 -1158 -1110 -346 -885 1169 498 -1 -1 -1 -1 -1 1152 777 -1 -1 84 -1 -1 -1 -1 -212 -1 -1 -87 -1 -1 -1
1308 642 -1435 -1164 -1116 -348 -890 1176 501 1071 -1 -952 -1 917 1161 784 -444 261 85 -1 648 -1 -464 -1 -1 -1 -1 -1 -1 -1
1314 645 -1442 -1170 -1 -1 -895 1183 504 -1 -1 -959 -1 -1 -1 -1 -1 264 86 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1320 648 -1449 -1 -1122 -350 -900 1190 507 1078 750 -966 -1 924 -1 -1 -448 -1 87 -1 -1 -486 -472 -1 -34 -1 -1 -1 -1 -1
1326 651 -1456 -1176 -1128 -352 -905 1197 -1 -1 755 -1 -1 931 1170 791 -452 -1 88 264 656 -495 -1 -1 -1 -1 -1 -1 -1 -1
1332 -1 -1463 -1182 -1134 -1 -1 -1 510 1085 760 -973 -685 938 1179 798 -1 267 -1 -1 -1 -504 -1 -1 -1 234 -1 -1 -1 -1
1338 654 -1470 -1188 -1 -354 -910 -1 -1 -1 -1 -1 -1 945 1188 -1 -456 -1 89 -1 664 -513 -1 -1 -1 -1 -1 -1 -1 -1
1344 657 -1477 -1194 -1140 -356 -915 1204 513 -1 765 -980 -1 952 -1 805 -1 -1 90 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1350 660 -1484 -1200 -1146 -358 -920 -1 516 -1 -1 -987 -690 959 -1 812 -460 -1 91 267 -1 -1 -480 -216 -1 -1 -1 -1 -1 -1
1356 663 -1491 -1206 -1152 -1 -925 1211 519 1092 770 -994 -1 966 1197 -1 -1 -1 92 270 672 -522 -1 -1 -35 243 -90 -1 -1 -1
1362 666 -1498 -1212 -1 -360 -1 1218 522 1099 775 -1 -1 973 -1 -1 -464 -1 -1 -1 -1 -531 -1 -1 -36 -1 -1 -1 -1 -1
1368 669 -1505 -1218 -1158 -1 -930 1225 -1 -1 780 -1 -1 980 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1374 672 -1512 -1224 -1 -1 -935 1232 525 -1 785 -1001 -695 -1 1206 -1 -468 -1 -1 273 680 -1 -1 -220 -1 252 -93 -1 -1 -1
1380 675 -1519 -1230 -1164 -362 -940 1239 -1 1106 790 -1 -1 987 1215 819 -472 -1 93 -1 688 -1 -1 -224 -1 -1 -1 -1 -1 -1
1386 678 -1526 -1236 -1170 -364 -1 -1 528 1113 795 -1008 -700 994 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -37 -1 -1 -1 -12 -1
1392 681 -1533 -1242 -1176 -366 -945 1246 531 1120 800 -1015 -705 -1 1224 826 -1 -1 -1 276 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1398 684 -1540 -1248 -1182 -368 -1 -1 -1 -1 805 -1 -710 -1 -1 833 -1 -1 94 -1 696 -540 -1 -1 -1 261 -96 -1 -1 -1
1404 687 -1547 -1254 -1188 -1 -950 1253 534 1127 -1 -1 -715 1001 -1 -1 -476 270 95 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1410 690 -1554 -1260 -1194 -370 -955 1260 537 -1 810 -1022 -1 1008 1233 -1 -1 273 96 -1 -1 -1 -1 -1 -38 270 -99 -1 -1 -1
1416 693 -1561 -1266 -1200 -372 -960 1267 540 1134 -1 -1029 -720 -1 1242 -1 -480 276 -1 -1 -1 -549 -488 -1 -39 279 -1 -1 -1 -1
1422 696 -1 -1 -1206 -374 -965 1274 543 1141 815 -1 -1 1015 -1 840 -1 -1 -1 -1 704 -1 -1 -1 -1 -1 -1 -1 -1 -1
1428 699 -1568 -1272 -1212 -1 -970 -1 546 1148 820 -1036 -1 1022 1251 847 -484 279 -1 -1 712 -1 -1 -1 -1 -1 -1 -1 -1 -1
1434 702 -1575 -1 -1218 -376 -975 1281 549 1155 825 -1043 -725 1029 1260 -1 -488 -1 -1 279 720 -1 -1 -1 -1 288 -1 -1 -1 -1
1440 705 -1582 -1278 -1224 -378 -980 1288 552 1162 -1 -1050 -1 1036 1269 854 -1 -1 97 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1446 708 -1589 -1284 -1 -380 -985 1295 -1 -1 -1 -1057 -730 -1 1278 -1 -492 -1 98 -1 728 -1 -1 -1 -1 -1 -1 -1 -1 -1
1452 711 -1596 -1290 -1230 -382 -990 1302 555 1169 830 -1 -735 1043 -1 861 -1 -1 -1 282 -1 -1 -1 -228 -1 -1 -1 -1 -1 -1
1458 714 -1603 -1296 -1236 -384 -995 -1 558 1176 835 -1 -1 -1 1287 868 -1 -1 -1 -1 736 -1 -1 -232 -40 -1 -1 -1 -1 -1
1464 717 -1610 -1302 -1 -386 -1000 1309 561 1183 840 -1 -740 1050 -1 -1 -496 282 -1 285 744 -1 -1 -1 -1 -1 -1 -1 -1 -1
1470 720 -1617 -1308 -1242 -388 -1 -1 564 1190 -1 -1064 -1 1057 -1 875 -1 -1 -1 288 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1476 723 -1624 -1314 -1248 -390 -1005 1316 -1 1197 845 -1 -1 1064 1296 -1 -500 285 99 -1 -1 -1 -1 -1 -41 297 -1 -1 -13 -1
1482 726 -1631 -1320 -1254 -392 -1 -1 567 1204 850 -1071 -745 -1 1305 -1 -1 288 -1 291 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1488 729 -1638 -1326 -1260 -1 -1010 1323 570 1211 855 -1078 -1 -1 1314 882 -1 -1 -1 -1 -1 -558 -496 -1 -1 -1 -1 -1 -1 -1
1494 732 -1645 -1 -1266 -394 -1 1330 573 1218 860 -1085 -750 -1 -1 889 -1 -1 -1 -1 -1 -567 -504 -1 -42 306 -1 -1 -1 -1
