1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150
441 435 1296 1152 423 1136 -568 -423 -973 -1096 0 0 -931 1197 1170 650 -798 0 -375 889 0 -768 -1089 -127 0 -861 0 1089 720 -812 0 0 0 0 595 0 690 -424 -1062 -686 -1044 684 0 -945 0 -768 0 -303 800 288 470 -204 294 0 0 0 -720 0 0 0 -602 -819 0 0 0 -623 588 435 -166 0 0 -536 0 0 0 0 0 -204 -72 450 0 0 0 0 512 0 0 0 240 558 0 0 0 0 0 0 -432 0 0 -96 -308 0 0 0 0 -301 -215 -114 0 -160 0 0 0 0 0 0 224 0 0 0 140 0 288 0 0 0 0 0 0 108 0 -112 0 0 171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
444 438 1305 1160 426 1144 0 -426 -980 -1104 0 798 -938 1206 1179 655 -804 -1152 -378 896 248 -774 -1098 -128 129 0 -840 0 726 -819 -351 798 -861 0 600 -944 696 -428 -1071 0 0 0 -735 -954 206 -776 0 -306 808 0 0 -206 297 0 -546 0 -728 -704 0 0 0 -828 0 0 0 -630 595 0 0 0 -160 0 0 0 -560 0 -360 0 -73 456 0 0 0 0 0 -666 0 0 244 567 0 -270 -275 0 0 0 -441 468 -357 0 -315 0 -212 0 0 0 -220 0 450 -164 0 0 0 0 0 0 231 -264 0 145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -56 0 0 0 0 0 0 0 0 0 0 0 0 0 0
447 441 1314 1168 429 1152 -572 -429 -987 -1112 0 804 -945 1215 1188 0 -810 -1161 -381 903 250 -780 -1107 -129 0 -868 -847 1098 732 -826 -354 805 -868 0 605 0 702 -432 -1080 -693 -1053 0 -742 0 0 -784 0 -309 816 291 475 -208 300 -87 0 -450 -736 0 0 0 0 -837 0 168 0 0 0 440 -168 0 0 -544 -648 0 0 -142 -365 -207 -74 462 284 -365 0 490 0 0 -567 0 0 0 0 0 0 0 0 0 -450 477 0 0 0 0 0 0 0 0 0 0 0 0 124 0 342 0 0 0 0 -272 0 0 0 0 0 0 0 0 22 0 -136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
450 444 1323 1176 432 1160 -576 -432 -994 -1120 0 810 -952 1224 0 660 -816 -1170 -384 910 252 -786 -1116 -130 130 -875 -854 1107 738 -833 -357 812 -875 0 610 -952 0 -436 -1089 0 0 690 -749 -963 0 -792 -600 -312 824 294 480 -210 303 0 -552 0 0 0 368 0 -609 -846 0 0 0 -637 602 445 0 0 0 -552 0 -608 -568 0 0 0 0 0 0 -370 0 0 520 0 0 0 0 576 0 -275 -280 0 0 0 0 0 0 0 0 0 0 0 369 0 0 0 0 0 0 0 0 0 0 0 0 0 -272 150 0 0 0 -48 0 0 23 0 0 0 0 0 0 0 0 -64 0 0 0 0 0 0 0 0 0 0 0 0 0 0
453 447 1332 1184 435 1168 -580 -435 -1001 -1128 0 816 -959 1233 1197 665 -822 -1179 -387 917 254 -792 0 -131 131 -882 0 1116 744 -840 -360 819 -882 0 615 -960 708 -440 -1098 -700 -1062 696 -756 0 208 0 -606 -315 832 297 0 -212 306 -88 -558 0 0 -712 372 0 -616 -855 0 0 0 -644 609 450 -170 0 -162 -560 0 0 -576 -144 -370 0 0 468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 486 -364 0 0 0 -216 0 0 0 0 0 459 -168 0 0 351 0 0 0 238 -280 0 0 0 20 0 0 0 0 0 0 0 0 0 -119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0
456 450 1341 1192 438 1176 -584 -438 -1008 -1136 0 822 -966 1242 0 670 -828 -1188 -390 924 256 -798 -1125 -132 0 -889 -861 1125 750 -847 -363 826 -889 0 0 -968 714 -444 -1107 -707 0 0 -763 -972 210 -800 0 -318 840 0 0 -214 309 -89 0 -455 0 -720 376 0 -623 -864 0 0 0 0 616 0 -172 0 0 -568 -656 -616 -584 0 -375 0 -75 0 288 0 0 497 0 -675 -576 0 248 0 0 -280 -285 0 0 0 0 0 0 0 0 385 -220 132 0 0 0 -117 0 0 0 276 0 259 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 0 70 0 0 0 0 0 0 0 0 -36 0 0 0 0
459 453 1350 1200 441 1184 0 -441 -1015 -1144 0 828 -973 1251 1206 675 -834 -1197 -393 931 258 -804 -1134 -133 0 -896 -868 1134 756 -854 -366 833 -896 0 620 -976 0 -448 -1116 -714 -1071 702 -770 0 212 -808 -612 -321 848 300 485 0 312 -90 0 0 -744 -728 380 0 -630 -873 0 0 0 0 623 0 -174 0 -164 0 0 -624 0 0 -380 -210 0 0 0 -375 0 504 528 -684 0 -228 252 0 0 0 0 0 0 0 0 0 -371 0 0 0 -224 135 0 -308 0 0 0 0 128 0 0 266 0 -50 0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 76 0 180 0 0 0 0 0 0 0 -63 0 0 0 -24 0 0 0
462 456 1359 1208 444 1192 -588 -444 -1022 -1152 0 834 -980 1260 1215 0 -840 -1206 -396 938 260 -810 -1143 -134 0 -903 -875 1143 0 -861 -369 840 -903 0 625 -984 720 -452 -1125 -721 0 0 -777 0 214 0 -618 -324 856 303 0 -216 315 -91 0 -460 -752 0 0 0 -637 0 0 170 0 -651 630 455 0 0 0 -576 -664 -632 -592 -146 0 -213 0 0 292 -380 0 511 0 0 -585 0 0 585 0 -285 -290 0 0 0 0 0 -378 0 0 0 0 138 378 0 0 0 0 0 0 282 0 273 0 0 245 0 0 155 145 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -112 0 0 0 0 0 0 0 0 0 0 0
465 459 1368 1216 447 1200 -592 0 -1029 -1160 0 840 -987 1269 1224 680 -846 -1215 -399 945 262 -816 -1152 -135 132 0 -882 1152 0 -868 -372 847 -910 0 630 -992 726 0 0 -728 -1080 708 0 -981 216 0 -624 0 864 306 490 0 318 -92 -564 0 -760 -736 0 0 0 0 0 172 172 -658 637 0 -176 0 -166 0 0 -640 -600 0 0 -216 0 0 0 0 0 0 0 0 -594 -232 0 0 0 0 -295 0 0 0 0 0 -385 -98 0 0 0 0 0 0 0 -120 468 0 132 288 0 0 0 -52 0 0 0 0 0 0 0 0 0 -96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
468 462 1377 1224 0 1208 -596 0 -1036 -1168 0 846 -994 1278 1233 685 -852 -1224 -402 952 264 -822 -1161 -136 133 -910 -889 1161 762 -875 -375 0 -917 0 635 -1000 732 -456 -1134 -735 -1089 714 -784 0 0 -816 0 -327 872 309 0 -218 321 -93 -570 -465 -768 -744 384 0 -644 -882 0 0 174 -665 644 460 -178 0 -168 -584 0 -648 0 0 -385 -219 0 0 296 -385 0 518 0 -693 0 -236 0 0 0 0 -300 0 -212 0 0 0 0 0 0 392 -228 0 0 -315 -225 0 0 0 0 0 0 280 0 0 0 0 0 0 0 0 297 0 0 0 0 0 0 0 0 0 0 0 0 -72 0 0 0 0 0 0 0 0 0 0 0 0 0 0
471 465 1386 1232 450 1216 -600 -447 -1043 -1176 0 852 -1001 1287 1242 690 -858 -1233 -405 959 266 -828 0 -137 0 -917 -896 1170 768 -882 -378 854 0 0 640 -1008 738 -460 0 -742 0 720 -791 -990 218 0 0 -330 880 312 0 -220 324 -94 0 -470 -776 0 388 0 -651 0 0 174 176 -672 651 465 0 0 -170 0 -672 0 0 0 -390 0 -76 0 300 0 0 525 536 -702 -603 0 256 594 0 -290 0 0 0 0 -459 0 -392 0 0 0 -232 0 0 0 -230 -123 0 0 0 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
474 468 1395 1240 453 1224 -604 -450 -1050 -1184 0 858 -1008 0 1251 695 -864 -1242 -408 966 268 -834 -1170 -138 134 -924 -903 1179 0 0 -381 861 -924 0 645 0 744 -464 0 0 0 726 -798 -999 220 -824 0 -333 888 315 495 -222 327 0 0 -475 0 -752 0 0 -658 0 0 176 0 0 658 470 0 0 -172 0 -680 -656 0 -148 0 0 -77 0 304 -390 0 0 0 -711 0 -240 260 0 0 0 0 0 0 0 0 0 -399 0 0 0 0 0 0 -322 -235 0 477 0 0 0 0 0 0 -54 0 0 0 0 0 0 0 -50 0 0 0 0 0 0 -198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
477 471 1404 1248 456 1232 -608 -453 -1057 0 0 864 -1015 1296 1260 700 -870 -1251 -411 973 270 -840 -1179 -139 135 -931 -910 1188 774 -889 0 0 -931 0 650 -1016 750 0 0 -749 -1098 0 -805 -1008 0 -832 -630 -336 0 318 500 0 330 0 -576 0 0 0 0 0 0 0 0 178 178 0 665 0 -180 0 -174 0 0 -664 0 0 -395 0 -78 0 308 0 0 532 0 -720 0 0 0 603 0 -295 0 0 -216 0 -468 495 0 -100 -322 0 0 0 387 0 0 -126 0 -172 0 0 360 0 0 -56 0 0 -280 0 0 22 0 0 0 -100 0 0 0 114 0 0 0 0 0 0 0 0 -120 0 0 0 0 0 0 0 0 0 0 0
480 474 1413 1256 459 1240 -612 -456 -1064 -1192 0 870 -1022 1305 1269 705 -876 0 -414 980 0 -846 -1188 -140 0 0 -917 1197 780 -896 -384 0 -938 0 0 -1024 756 -468 -1143 0 0 732 0 0 222 -840 0 -339 896 0 505 -224 333 -95 -582 -480 -784 -760 0 0 -665 -891 0 0 0 -679 0 475 -182 0 0 0 0 -672 -608 0 -400 0 0 0 0 0 0 539 544 0 -612 0 264 612 0 0 0 0 0 0 0 0 -406 0 -329 0 0 0 0 0 -240 0 0 0 136 0 0 0 -84 0 0 0 0 0 0 0 306 0 0 0 24 0 0 0 0 0 80 0 189 -80 0 0 0 0 0 0 0 64 0 0 0 0 0 0
483 477 1422 1264 462 1248 -616 -459 -1071 -1200 0 876 0 1314 1278 710 -882 -1260 -417 987 272 0 -1197 -141 136 0 -924 1206 786 0 -387 868 -945 0 655 -1032 762 -472 -1152 -756 -1107 0 0 -1017 224 -848 -636 -342 904 321 510 0 336 -96 0 -485 0 -768 0 0 -672 -900 0 180 180 0 0 0 -184 0 0 0 0 0 0 -150 -405 -222 -79 474 312 -395 0 0 552 -729 -621 0 268 621 0 0 0 0 0 0 -477 504 -413 0 0 0 0 0 0 0 0 0 0 0 0 0 369 287 0 0 252 0 0 160 0 0 0 0 0 0 0 0 0 0 0 0 0 0 198 0 75 108 0 0 0 0 0 0 -49 0 0 0 0 0
486 480 1431 1272 465 1256 -620 -462 -1078 -1208 0 882 -1029 1323 1287 0 -888 -1269 -420 994 274 -852 -1206 -142 137 -938 -931 1215 792 0 -390 875 -952 0 660 -1040 0 -476 -1161 -763 -1116 738 -812 0 226 -856 -642 -345 912 324 0 0 0 -97 0 -490 -792 0 0 0 0 0 0 182 0 0 672 480 -186 0 -176 -592 -688 -680 -616 0 0 0 0 480 316 -400 0 0 560 -738 0 0 0 630 0 0 -305 0 -220 0 0 0 0 -102 0 399 0 141 396 0 -245 0 486 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
489 483 1440 1280 468 1264 -624 -465 -1085 -1216 0 888 -1036 1332 0 0 -894 0 0 1001 276 -858 -1215 -143 138 -945 -938 0 798 -903 0 882 -959 0 665 -1048 768 -480 -1170 -770 -1125 0 0 -1026 228 -864 -648 -348 0 327 515 0 339 -98 -588 0 0 0 392 0 0 0 0 0 182 -686 0 0 -188 0 -178 -600 -696 0 0 -152 0 -225 -80 0 0 0 0 0 568 0 0 -244 0 0 0 -300 0 0 -224 0 0 0 0 0 0 406 -236 0 0 0 -250 0 495 0 0 300 0 0 -86 0 0 0 0 0 150 0 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
492 486 1449 1288 471 0 -628 -468 -1092 -1224 0 894 -1043 1341 1296 715 -900 -1278 -423 1008 278 -864 -1224 -144 0 -952 -945 1224 804 -910 -393 0 -966 0 670 -1056 774 -484 -1179 -777 -1134 0 -819 -1035 230 -872 -654 -351 920 330 520 -226 0 -99 -594 0 0 -776 396 0 0 0 0 184 184 0 679 485 0 0 -180 0 -704 -688 -624 -154 -410 0 0 486 320 -405 0 0 0 -747 -630 0 0 0 0 0 -310 0 0 0 0 0 0 -104 -336 413 0 0 0 0 0 -129 0 0 140 0 0 294 0 0 0 0 0 0 0 0 0 0 66 0 0 0 0 0 0 0 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
495 489 1458 1296 474 1272 -632 -471 -1099 -1232 0 900 -1050 1350 1305 720 -906 -1287 -426 1015 280 -870 -1233 0 139 -959 -952 1233 810 -917 -396 889 -973 0 675 -1064 780 0 0 -784 0 744 0 -1044 0 -880 0 -354 928 333 0 0 342 -100 -600 -495 -800 0 400 0 0 0 0 186 186 -693 0 490 0 0 -182 -608 0 -696 0 0 -415 0 -81 0 324 0 0 0 576 0 0 -248 272 639 0 0 -315 0 0 0 0 0 -420 0 0 0 -240 144 0 0 0 -132 0 -176 144 0 0 0 0 -58 0 0 0 0 155 24 315 -52 0 0 0 0 0 0 0 0 0 0 0 -88 0 0 0 0 0 0 0 0 -56 0 0 0 0 0
498 492 1467 1304 477 1280 -636 -474 -1106 -1240 0 906 -1057 1359 1314 0 -912 -1296 -429 1022 282 -876 -1242 -145 140 -966 -959 1242 0 -924 -399 896 -980 0 680 -1072 786 -488 -1188 -791 -1143 750 0 -1053 232 -888 0 -357 936 336 525 0 345 -101 -606 0 0 0 0 0 -679 0 0 0 0 -700 686 0 -190 0 0 -616 -712 0 0 -156 -420 0 -82 0 328 -410 0 0 0 -756 0 0 0 0 0 -305 -320 0 -228 0 0 0 0 0 0 0 0 0 405 0 0 0 0 0 148 0 0 0 0 0 259 0 0 165 0 0 324 -54 0 0 0 0 0 0 -207 0 0 -85 207 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0
501 495 1476 1312 480 1288 -640 -477 -1113 -1248 0 912 -1064 1368 1323 725 -918 -1305 -432 1029 284 -882 -1251 -146 141 -973 -966 1251 816 -931 -402 0 -987 0 685 -1080 792 -492 -1197 -798 -1152 756 -826 -1062 234 -896 -660 -360 944 339 530 0 348 0 -612 -500 -808 0 404 0 -686 0 0 188 188 -707 693 0 0 0 0 -624 -720 -704 0 -158 0 -228 -83 492 332 0 0 546 0 -765 -639 0 0 0 0 -310 -325 0 -232 0 0 0 0 0 0 0 0 147 414 0 0 -135 0 0 0 306 378 0 0 -60 0 0 -288 0 0 0 0 0 0 0 0 0 0 0 0 -126 0 0 0 -96 0 0 0 0 0 0 0 0 0 0 0 0 0 0
504 498 1485 1320 483 1296 -644 -480 -1120 -1256 0 918 -1071 1377 1332 730 -924 -1314 -435 1036 286 -888 -1260 -147 142 -980 -973 1260 822 -938 -405 903 -994 0 690 0 798 0 -1206 -805 -1161 762 0 -1071 236 0 0 -363 952 342 535 -228 351 0 -618 -505 -816 0 0 0 0 0 0 0 0 -714 0 0 0 0 0 -632 0 0 0 -160 0 0 0 498 336 -415 0 0 0 0 -648 0 0 0 0 0 -330 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -88 -62 266 -288 0 0 0 0 333 0 0 0 25 0 -152 126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -45 0 0 0 0
507 501 1494 1328 486 0 -648 -483 -1127 -1264 0 924 -1078 1386 1341 735 -930 -1323 -438 1043 288 0 -1269 0 143 0 -980 1269 828 -945 0 910 -1001 0 695 -1088 0 -496 0 0 -1170 768 -833 -1080 238 -904 -666 -366 960 0 540 -230 0 -102 0 -510 -824 -784 0 0 -693 0 0 0 190 0 700 0 -192 0 -184 -640 -728 0 -632 -162 0 -231 0 0 340 0 0 553 0 0 -657 0 0 0 0 -315 -335 0 -236 0 -486 0 -427 -106 0 420 0 150 0 0 0 0 504 0 0 312 387 0 -90 0 0 -296 -296 170 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
510 504 1503 1336 489 1304 -652 -486 -1134 -1272 0 930 -1085 1395 1350 740 -936 -1332 -441 1050 290 -894 0 -148 144 -987 -987 1278 834 0 -408 917 -1008 0 700 0 804 -500 -1215 -812 0 0 -840 0 240 -912 -672 -369 968 345 0 0 0 -103 0 -515 -832 -792 0 0 -700 -909 0 190 0 -721 707 0 -194 0 -186 0 0 0 -640 0 0 0 -84 0 344 0 0 560 0 -774 0 0 0 0 0 0 -340 0 0 0 0 0 0 0 0 0 0 0 423 0 0 0 513 0 152 0 0 0 -92 0 273 -304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
513 507 1512 1344 492 1312 -656 -489 -1141 -1280 0 936 -1092 1404 1359 0 0 -1341 -444 1057 292 -900 0 0 145 -994 0 1287 840 -952 -411 0 0 0 705 -1096 810 -504 -1224 -819 0 774 -847 0 0 0 -678 0 976 348 545 0 354 -104 0 -520 0 -800 408 0 0 0 0 192 0 -728 714 0 -196 0 0 -648 0 -712 -648 -164 0 -234 0 504 0 0 0 567 584 -783 0 -252 0 648 0 0 -345 0 0 0 0 0 0 0 0 0 -244 153 0 -329 0 -138 522 0 0 0 0 0 0 0 280 -312 -304 0 160 0 0 0 0 -104 0 0 0 0 0 -133 0 0 0 0 0 0 0 0 56 0 0 0 0 0 0 0 0 0
516 510 1521 1352 495 1320 0 -492 -1148 -1288 0 942 -1099 1413 1368 745 0 -1350 -447 1064 294 0 -1278 -149 146 -1001 0 1296 846 -959 -414 924 -1015 0 0 0 0 0 -1233 -826 -1179 780 -854 0 242 -920 -684 -372 984 0 550 -232 357 0 0 0 -840 -808 0 0 0 0 0 194 192 0 721 495 0 0 0 0 -736 -720 -656 -166 0 -237 0 510 348 0 0 0 0 -792 -666 0 276 0 0 0 0 0 -240 0 0 513 0 -108 -343 0 0 0 432 -336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 165 25 0 0 0 0 0 0 0 0 0 0 0 -90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
519 513 1530 1360 498 1328 -660 -495 -1155 -1296 0 948 -1106 1422 1377 750 -942 -1359 -450 0 296 -906 -1287 -150 0 -1008 -994 1305 0 -966 -417 931 -1022 0 710 0 0 -508 -1242 -833 -1188 0 -861 -1089 244 0 -690 -375 992 351 555 -234 0 -105 0 0 0 -816 412 0 0 0 0 196 0 -735 0 500 0 0 0 -656 -744 0 -664 0 -425 0 0 0 0 -420 0 0 592 -801 0 -256 0 657 0 -320 0 0 0 0 -495 0 -434 0 0 0 -248 156 441 0 0 0 531 0 0 0 0 0 0 -64 0 0 0 175 170 26 0 0 0 0 0 0 0 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
522 516 1539 1368 501 1336 -664 -498 -1162 -1304 0 954 -1113 1431 1386 755 -948 -1368 -453 1071 0 -912 0 -151 147 0 -1001 0 0 -973 -420 938 -1029 0 715 -1104 816 -512 -1251 -840 -1197 786 0 -1098 0 -928 -696 0 1000 0 560 0 0 -106 -624 -525 0 -824 416 0 0 0 0 0 194 -742 0 0 -198 0 0 -664 0 -728 -672 0 -430 -240 0 0 352 -425 0 0 600 -810 -675 0 280 666 0 -325 -350 0 -244 0 0 0 0 0 0 427 0 0 0 0 0 0 0 0 156 318 0 301 0 -66 0 -320 -312 0 0 0 0 0 0 0 0 0 -160 0 0 0 88 0 0 0 0 0 -128 0 0 0 0 0 0 0 0 0 0 0
525 519 1548 1376 504 1344 -668 -501 -1169 -1312 0 960 -1120 1440 1395 760 -954 -1377 -456 1078 298 0 -1296 -152 148 -1015 -1008 1314 852 -980 -423 0 -1036 0 0 -1112 0 -516 0 -847 0 792 -868 -1107 246 -936 -702 0 1008 354 565 -236 360 -107 -630 -530 -848 -832 420 0 0 0 0 198 196 0 728 505 0 0 0 -672 -752 -736 -680 0 0 0 -85 516 0 0 0 0 608 -819 0 0 284 675 0 0 0 0 0 0 0 0 -441 -110 0 0 -252 159 0 -343 -255 0 0 0 0 0 0 0 0 0 0 0 0 180 0 0 342 -56 0 0 0 0 -168 0 -216 0 0 0 0 0 0 0 -136 0 0 0 0 0 0 0 0 0 0 0
528 522 1557 1384 507 1352 -672 -504 -1176 -1320 0 966 -1127 1449 1404 765 -960 -1386 -459 1085 300 0 0 -153 0 0 -1015 1323 858 -987 -426 945 -1043 0 720 -1120 822 -520 0 -854 -1206 0 -875 -1116 248 -944 -708 -378 1016 357 570 -238 363 0 -636 0 0 0 424 0 -707 -918 0 200 0 0 0 510 0 0 0 -680 -760 -744 0 0 0 0 -86 522 0 0 0 574 616 0 -684 0 288 0 0 0 0 0 0 0 -504 522 -448 0 0 434 0 162 0 0 0 0 540 -180 0 0 0 0 0 0 0 0 0 0 0 27 0 -58 0 0 0 0 0 0 0 0 0 -95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
531 525 1566 1392 510 1360 -676 -507 -1183 -1328 0 972 -1134 0 1413 770 -966 -1395 -462 1092 302 -918 -1305 -154 149 -1022 -1022 1332 864 -994 -429 952 0 0 725 -1128 828 -524 -1260 -861 -1215 798 -882 -1125 250 -952 -714 0 1024 360 0 0 366 0 -642 -535 -856 0 0 0 -714 -927 0 202 0 0 0 515 0 0 0 -688 -768 -752 -688 0 0 0 0 528 356 0 0 581 0 -828 -693 0 292 0 0 -330 0 0 0 0 -513 0 0 0 0 0 0 0 450 -350 -260 0 0 0 0 0 396 0 0 -68 0 -328 0 185 0 28 0 0 0 0 0 0 0 138 -225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
534 528 1575 1400 513 1368 -680 -510 -1190 -1336 0 978 -1141 1458 1422 775 -972 0 0 1099 304 -924 -1314 -155 150 -1029 -1029 1341 870 -1001 0 959 0 0 730 -1136 834 -528 -1269 -868 -1224 804 -889 0 252 0 -720 -381 1032 363 575 -240 369 -108 0 -540 -864 -840 428 0 -721 -936 0 0 198 -749 735 0 0 0 0 -696 -776 -760 -696 0 0 0 0 0 0 0 0 588 0 0 0 0 296 0 0 0 0 0 -248 0 -522 531 -455 -112 -350 0 0 0 0 -357 0 -141 549 -184 0 0 0 0 -94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0
537 531 1584 0 516 1376 -684 -513 -1197 -1344 0 984 -1148 1467 1431 780 -978 -1404 -465 1106 306 -930 -1323 -156 151 -1036 -1036 1350 876 -1008 -432 0 -1050 0 735 -1144 840 -532 -1278 -875 0 0 -896 -1134 254 -960 -726 0 1040 366 580 -242 0 -109 -648 -545 0 -848 0 0 -728 -945 0 0 200 -756 0 520 0 0 -188 -704 -784 0 -704 -168 0 -243 -87 534 0 -430 0 595 624 0 0 0 0 0 0 -335 0 0 -252 0 0 540 0 0 -357 0 0 165 0 0 0 0 0 -188 160 0 405 0 0 -70 0 0 0 0 0 29 0 0 0 -108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
540 534 1593 1408 519 1384 -688 -516 -1204 -1352 0 990 -1155 0 1440 785 -984 -1413 -468 1113 308 -936 -1332 -157 152 -1043 -1043 1359 882 -1015 -435 966 0 0 740 -1152 0 -536 -1287 -882 0 810 0 0 256 -968 -732 -384 0 369 585 0 372 0 -654 0 -872 0 432 0 0 0 0 204 202 -763 0 0 0 0 0 0 0 0 -712 0 0 -246 0 540 360 0 0 0 0 0 -702 0 300 0 0 0 0 0 0 0 -531 0 0 0 0 441 -256 0 0 0 0 -144 0 0 0 0 0 0 -96 -72 0 -336 0 0 175 0 0 0 68 0 26 0 0 0 0 0 92 0 0 0 0 0 0 0 0 0 0 0 0 -54 0 0 0 0
543 537 1602 1416 522 1392 -692 -519 -1211 -1360 0 996 -1162 1476 1449 790 -990 -1422 0 1120 0 0 -1341 -158 0 -1050 -1050 1368 0 -1022 -438 973 -1057 0 0 -1160 0 -540 0 -889 -1233 816 0 -1143 258 -976 -738 -387 1048 372 590 -244 0 0 0 0 -880 -856 436 0 -735 -954 0 0 204 -770 0 525 0 0 0 0 -792 -768 -720 0 0 0 0 546 364 -435 0 602 0 0 -711 -260 304 0 0 0 -355 0 -256 0 0 0 -462 -114 -364 0 0 168 0 0 0 0 0 0 0 0 414 0 0 0 0 0 0 0 0 30 351 0 0 -112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0
546 540 1611 1424 525 1400 -696 -522 -1218 -1368 0 1002 -1169 1485 1458 0 -996 -1431 -471 1127 310 -942 -1350 -159 153 -1057 0 1377 888 -1029 0 980 -1064 0 745 0 846 -544 -1296 -896 -1242 0 -903 -1152 260 0 0 -390 1056 375 595 -246 375 0 -660 0 -888 -864 440 0 -742 0 0 206 206 -777 0 530 -200 0 -190 -712 0 0 0 0 -435 -249 0 552 0 -440 0 609 632 -837 0 0 0 0 0 0 0 0 0 0 -540 0 0 0 -371 448 0 0 0 0 0 -147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -116 27 0 0 144 0 0 96 0 0 0 0 117 0 0 0 0 0 80 0 0 0 0 0 0
549 543 1620 1432 528 1408 -700 -525 -1225 -1376 0 1008 -1176 1494 1467 795 -1002 -1440 -474 1134 312 -948 0 -160 154 -1064 -1057 1386 894 -1036 -441 987 -1071 0 750 -1168 852 -548 -1305 -903 -1251 822 -910 -1161 0 0 0 -393 0 0 600 -248 378 -110 -666 -550 0 -872 444 0 0 0 0 0 0 0 742 0 0 0 -192 0 -800 0 0 -170 0 -252 0 0 0 -445 0 0 0 0 0 0 0 0 0 -340 0 0 0 0 0 0 0 0 -378 455 0 0 459 0 0 0 0 0 164 0 423 308 0 0 0 0 0 190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
552 546 1629 1440 531 1416 -704 -528 -1232 -1384 0 1014 -1183 1503 1476 800 -1008 -1449 -477 1141 314 -954 -1359 -161 155 0 -1064 1395 0 0 -444 994 -1078 0 0 0 858 -552 -1314 0 -1260 828 -917 -1170 262 -984 -744 0 0 378 605 -250 0 -111 0 -555 0 -880 448 0 -749 -963 0 0 0 -784 749 535 0 0 0 0 0 0 -728 0 -440 -255 0 558 0 0 0 0 0 -846 -720 0 308 0 0 0 -360 0 0 0 -549 0 0 0 0 0 -260 0 0 -364 0 0 558 -192 0 0 0 0 0 -74 0 0 0 0 0 0 0 -60 0 0 28 0 0 0 0 -140 0 0 0 0 0 0 0 0 0 0 0 88 0 0 0 0 0 0
